time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,phase,total_num_schools,total_enrolments
2024,January,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,Independent school,12,4225
2024,January,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,Special,6,848
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Independent school,31,4932
2024,January,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,Primary,253,56721
2024,January,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,PRU/Academy/Free school AP,3,3
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,Special,6,787
2024,January,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,Primary,45,16697
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Primary,78,26791
2024,January,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000065,815,North Yorkshire,Secondary,43,36872
2024,January,Local authority,E92000001,England,E12000009,South West,E06000066,933,Somerset,Special,8,941
2024,January,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,Independent school,14,3596
2024,January,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,Secondary,11,11859
2024,January,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,Independent school,6,737
2024,January,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,Primary,68,34294
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",Primary,78,13528
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Primary,84,28547
2024,January,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,Special,3,228
2024,January,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,Special,4,784
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,Secondary,90,86681
2024,January,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,Secondary,55,51025
2024,January,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,Independent school,33,6760
2024,January,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,Secondary,17,19113
2024,January,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,PRU/Academy/Free school AP,2,65
2024,January,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,Primary,54,16521
2024,January,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,PRU/Academy/Free school AP,1,98
2024,January,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Special,7,752
2024,January,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,Primary,97,26522
2024,January,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Independent school,8,1993
2024,January,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Primary,81,23146
2024,January,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,Primary,134,52939
2024,January,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",Secondary,24,25051
2024,January,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,Independent school,9,2084
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,Special,3,501
2024,January,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,Primary,114,39178
2024,January,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,Independent school,36,11443
2024,January,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,Special,10,1229
2024,January,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,PRU/Academy/Free school AP,4,89
2024,January,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,Independent school,2,26
2024,January,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,Secondary,14,13388
2024,January,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,Primary,202,37341
2024,January,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,Secondary,33,34197
2024,January,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,Special,7,837
2024,January,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,Independent school,12,4155
2024,January,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,PRU/Academy/Free school AP,1,59
2024,January,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,PRU/Academy/Free school AP,3,54
2024,January,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,PRU/Academy/Free school AP,5,174
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,Special,11,1723
2024,January,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,Independent school,5,418
2024,January,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,Independent school,7,464
