"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Summer term","Local authority","E92000001","England","E12000007","London","E09000024","Merton","315","Secondary",9,"8075.13793103448","814650","844439","29789","70416","42307","28109","29899","914855","388137","398592","786729","27921","28050","3413","1896","3521","30","0","1247","3424","19","74","633","2346","0","4538","19678","3069","158","1629","1978","24134","368",9,"9624","92.3030425586568","7.69695744134316","4.62444868312465","3.07250875821852","3.0660596487968","0.373064584005116","0.178061004202852","2.63801367429811","0.216209126036366","0.0402249536811844","0.207245957009581","0.384869733455028","0.00327920818053134","0.136305753370753","0.00207683184766985","0.00808871351197731","0.0691912926092113","0.374266960337977","23.2088248143294"
"202425","202425","Summer term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York","816","Secondary",9,"8589.25862068966","841816","878176","36360","105085","52103","52982","32512","983261","401683","412790","814473","27343","32746","4822","312","610","93","0","4045","5695","33","100","3647","3625","0","1307","19031","11178","1219","5746","5169","41882","185",9,"11348","89.3126036728803","10.6873963271197","5.29899996033607","5.38839636678359","3.33034667295865","0.490408955506219","0.584381969792354","4.259499766593","0.525699687061726","0.0188149433365098","0.0317311476810328","0.0620384618122757","0.0094583228664617","0.411386193492877","0.0033561790816477","0.0101702396413567","0.370908639720278","0.579195147575262","29.1964915818127"
"202425","202425","Summer term","Regional","E92000001","England","E12000008","South East","","","","Secondary",512.310344827586,"454065.293103448","44380519","46128680","1748161","4783138","3074347","1708791","1569571","50911818","21308101","21647960","42956061","1424458","1851663","209923","38532","283888","3205","23","129780","288516","2188","13179","253418","168835","2","150653","903219","497691","27761","203657","145113","1315992","44029",525,"585527","90.6050536242882","9.39494637571182","6.03857241947243","3.35637395623939","3.63700035225613","0.412326662544245","0.400019107547878","2.58484582106261","0.285028124511287","0.0864809031176219","0.0756838029237141","0.557607273030399","0.0062951984939921","0.25491134494549","0.0042976269281918","0.0258859347745154","0.497758693276284","0.566697500372114","30.425495909725"
"202425","202425","Summer term","Regional","E92000001","England","E12000003","Yorkshire and The Humber","","","","Secondary",319.810344827586,"286401.827586207","28084868","28996453","911585","3289799","1611537","1678262","1051533","32286252","13339457","13802414","27141871","942997","936518","110282","56233","60160","969","62","160738","140366","1394","4377","140434","138093","0","72725","455740","220147","24880","250343","108536","1296209","23174",331,"356450","89.8105267839698","10.1894732160302","4.99140315202892","5.19807006400123","2.90067115873345","0.341575727030812","0.775385758619489","4.01473977221017","0.336167852496474","0.0717766806751059","0.174170108069528","0.186333179831465","0.00300127744775083","0.4978527702751","0.00431762720553628","0.0135568538584163","0.434965322081981","0.434754706120735","31.9290541168309"
"202425","202425","Summer term","Regional","E92000001","England","E12000006","East of England","","","","Secondary",379.879310344828,"320651.637931034","31368962","32635935","1266973","3351407","2116612","1234795","1037176","35987342","15071758","15362141","30433899","935063","1258789","146318","31439","179243","2766","161","117012","209852","1225","4760","165021","102736","0","112717","624304","391762","35454","167484","102113","935936","29262",395,"427440","90.687261648832","9.31273835116803","5.88154579462968","3.43119255653835","3.49786599966177","0.406581847584076","0.465396972079794","2.60073667013251","0.283746990816938","0.081311923509105","0.0873612727497352","0.498072349994618","0.00768603582893118","0.325147658862941","0.00340397465308774","0.0132268729377124","0.458552898960974","0.58312725624471","28.6430507047432"
"202425","202425","Summer term","Regional","E92000001","England","E12000004","East Midlands","","","","Secondary",279.034482758621,"240646.086206897","24151122","24893740","742618","2501313","1471219","1030094","727880","27395053","11630467","11867460","23497927","653195","911903","108866","28922","58248","1096","2","107161","143740","1310","4001","105945","99440","0","66026","377316","188700","11136","139955","74685","795609","19845",295,"317133","90.8694719444419","9.13052805555806","5.37038201751243","3.76014603804563","3.3287141295182","0.397392916158987","0.510876909053616","2.90420682887527","0.272622213944978","0.0724400861717625","0.105573805606436","0.21262233002433","0.00400072232019409","0.391169164739342","0.00478188525497651","0.0146048266451611","0.386730407128616","0.52469327217582","29.2577203242023"
"202425","202425","Summer term","Regional","E92000001","England","E12000002","North West","","","","Secondary",461.948275862069,"383122.396551724","38034091","39350348","1316257","4193011","2220967","1972044","1528913","43543359","18023545","18662579","36686124","1347967","1392425","171137","74858","79064","1346","2","150925","213100","1674","4444","131617","149147","0","98577","674188","369864","24481","308439","180946","1443508","39151",478,"460421","90.3704925474399","9.6295074525601","5.10058721009557","4.52892024246453","3.1977895871561","0.393026638114896","0.70834911932265","3.31510483607845","0.415553609449377","0.0899126776140536","0.171915997569227","0.181575335058556","0.00309117172150178","0.346608537940309","0.00384444387949033","0.0102059191161619","0.302266529323105","0.489397246546827","30.4447412730813"
"202425","202425","Summer term","Regional","E92000001","England","E12000007","London","","","","Secondary",497.586206896552,"413300.655172414","40768465","42285531","1517066","3795705","2221983","1573722","1488822","46081236","19407920","20014871","39422791","1345674","1305144","178533","149131","221935","1096","26","108827","197102","2579","6736","50787","198462","6","176011","788753","321094","32740","131629","143148","1204630","94315",519,"578879","91.7630139087415","8.23698609125849","4.8218823818007","3.41510370945779","2.83226778031735","0.387431014220191","0.285645549958773","2.61414429074776","0.310642709323161","0.204671159428102","0.323626302037558","0.481616855936763","0.0023784084263712","0.236163370270711","0.00559663807628771","0.0146176634671865","0.110211887545725","0.427727242385599","28.1985690387589"
"202425","202425","Summer term","Regional","E92000001","England","E12000009","South West","","","","Secondary",331.275862068966,"262010.965517241","24995701","26186593","1190892","2941890","1852977","1088913","782909","29128483","12138164","12167530","24305694","690007","1190915","128613","11918","78363","2256","0","104936","169365","1324","4616","160612","92965","0","101358","636078","337873","22618","129547","92902","829106","37358",341,"340269","89.9002979317529","10.0997020682471","6.36139204365706","3.73831002459002","4.08848960654765","0.441536897063949","0.444743380559846","2.84637548752539","0.318938682800611","0.128252473704175","0.0409152786981732","0.269025338532048","0.00774499653826806","0.360252197136391","0.00454537917405448","0.0158470319240449","0.551391570923896","0.581441196233941","31.7737675899893"
"202425","202425","Summer term","National","E92000001","England","","","","","","Secondary",3330.58620689655,"2781439.27586207","273209983","283425230","10215247","29475041","17065645","12409396","9745945","312900271","130650824","133822015","264472839","8737144","10408149","1225672","472466","1071431","15245","287","1071967","1593628","12849","47580","1145740","1095702","8","869113","5282912","2758707","208805","1656419","1008801","9396401","347775",3486,"3643681","90.5800525816739","9.41994741832614","5.45402052400268","3.96592689432346","3.32634707114076","0.391713307272911","0.529376019620002","3.00300187339882","0.322403364105747","0.111145637198889","0.150995714541903","0.342419326316275","0.00487215941081751","0.342590626902973","0.00410642022102947","0.0152061229758411","0.36616778769105","0.509308603315336","30.3009181178058"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808","Secondary",12.7777777777778,"10349.037037037","960463","991167","30704","114299","50355","63944","35332","1105466","457563","472630","930193","30270","29536","4483","1054","48","4","5","9310","3416","22","43","2434","2894","0","2371","19779","3693","1967","10463","5062","47020","1399",13,"12545","89.6605594382821","10.3394405617179","4.55509260348125","5.78434795823662","2.671814420344","0.405530337432359","0.946478679579471","4.2534098742069","0.457906439456302","0.126552964993948","0.0953444067931533","0.00434206027141495","0.000361838355951246","0.842178773476525","0.00199011095773185","0.00388976232647589","0.220178639596333","0.309009955982364","31.0844166529538"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000037","Gateshead","390","Secondary",9.90740740740741,"9238.22222222222","857842","888765","30923","103603","47074","56529","24154","992368","412229","424591","836820","21022","28348","3543","749","599","10","6","6009","3849","30","69","3862","3791","0","2978","9876","9444","4834","8545","3132","44661","191",10,"12197","89.56002208858","10.43997791142","4.74360317946568","5.69637473195427","2.85660158328362","0.357024813375683","0.861071699208358","4.50044741466875","0.315608725795269","0.0192468922818954","0.0754760330845009","0.060360672653693","0.00100769069538719","0.605521338858166","0.00302307208616159","0.00695306579817165","0.389170146558535","0.387860148654531","27.9122268376377"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire","916","Secondary",40.7777777777778,"32095.1481481481","2748350","2875053","126703","301136","213779","87357","69971","3176189","1343244","1343097","2686341","62009","140587","14446","1281","15274","228","0","8438","23484","117","759","9165","5067","0","9483","76810","32880","2463","13637","7962","62917","2841",41,"43674","90.5189521152551","9.48104788474489","6.73067629161867","2.75037159312623","4.42627941851067","0.454821800591841","0.429351024136158","1.98089597313006","0.250677777676328","0.0894468181836786","0.0403313530775404","0.480890778225099","0.00717841413089712","0.265664291388201","0.00368365988296037","0.0238965628304865","0.288553357498562","0.739376655482404","30.8435408511176"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000027","Dudley","332","Secondary",18.3148148148148,"15543.2962962963","1408185","1453656","45471","159712","81720","77992","71677","1613368","658109","685572","1343681","64504","47752","5757","3275","3054","26","0","6658","8127","28","168","6875","2453","0","3123","25777","13978","140","12670","7173","56945","1204",20,"18089","90.1007085798156","9.89929142018436","5.06518041761086","4.8341110025735","2.95977111235626","0.35683117552846","0.785313704003054","3.52957291826787","0.444597884673552","0.0746264956290195","0.20299150596764","0.189293453198526","0.00161153561989577","0.412677082971771","0.00173549989834929","0.0104129993900958","0.426127207183978","0.503728845495882","33.5751580104424"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000057","Northumberland","929","Secondary",29.8148148148148,"16749.1481481481","1555673","1623268","67595","174058","98380","75678","48331","1797326","751064","759203","1510267","45406","52149","7777","244","403","60","0","9699","14946","33","150","12919","7719","0","6686","37874","12783","2533","17686","2925","54146","921",27,"21092","90.3157245819623","9.68427541803769","5.47368702172004","4.21058839631764","2.90147697190159","0.432698352997731","0.984017368023386","3.01258647568666","0.162741761928554","0.0512427906790421","0.0135757230463477","0.0224221983101563","0.00333829255238059","0.539634991092323","0.00183606090380933","0.00834573138095148","0.718790024736748","0.831568674798006","28.6979627989371"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000028","Sandwell","333","Secondary",21.9444444444444,"20795.8888888889","1923245","1979898","56653","199355","91893","107462","85316","2179253","903827","944267","1848094","75151","55297","5607","6464","2870","337","0","5134","9520","44","227","6393","6436","0","628","27167","22323","99","10212","10165","82269","4816",22,"25993","90.8521406188267","9.14785938117327","4.2167201329997","4.93113924817357","2.53742910988307","0.257289997994726","0.468600938027847","3.77510091760801","0.466444235708291","0.220993156829427","0.296615399864082","0.131696503343118","0.0154640145040525","0.235585312948978","0.00201904046937184","0.0104164133306229","0.29335740274305","0.436846937918635","32.5889130071798"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000019","Herefordshire, County of","884","Secondary",14.9259259259259,"8192.90740740741","759407","791263","31856","75672","55416","20256","15195","866935","373628","372438","746066","13341","37728","4884","81","1138","90","0","2353","5717","43","138","3244","1714","0","1758","23356","5001","27","3467","1854","14531","404",15,"9285","91.2713179188751","8.72868208112488","6.39217473051613","2.33650735060875","4.35188335919071","0.563364035365973","0.399914641812823","1.67613488900552","0.213856863548017","0.0466009562423942","0.00934326102879685","0.131267050009516","0.0103814011431076","0.271415965441469","0.00496000276837364","0.0159181484194317","0.374191836758234","0.659449670390514","27.8529163144548"
"202425","202425","Summer term","Local authority","E92000001","England","E12000002","North West","E08000007","Stockport","356","Secondary",13.5555555555556,"13353.6296296296","1228174","1274605","46431","144406","81821","62585","58411","1419011","576196","600678","1176874","51300","51947","5129","1781","4409","3","0","4729","8737","113","80","4893","2932","0","1730","30668","10380","721","7443","7111","47401","630",14,"14679","89.8234756460662","10.1765243539338","5.76605819123319","4.41046616270064","3.66078909888648","0.361448924638357","0.524520246847981","3.34042512707794","0.501123669936315","0.0443971188384022","0.125509950239991","0.310709360251612","0.000211414851611439","0.333260277756832","0.00796329274403088","0.00563772937630505","0.344817622978257","0.615710519509715","29.3744045728803"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000024","Sunderland","394","Secondary",17.7962962962963,"13441.2777777778","1167888","1206309","38421","146562","56903","89659","43754","1352871","554729","573446","1128175","39713","33866","4941","348","1061","395","0","7279","4501","85","86","4341","4681","0","1474","16053","15624","589","13351","4041","70522","1745",18,"16592","89.1665945977111","10.8334054022889","4.206092081211","6.62731332107792","2.50326897390808","0.36522329179944","0.986864231696888","5.21276603608178","0.298698102036336","0.128984951262907","0.0257230733750668","0.0784258070429479","0.0291971666182511","0.538040951428481","0.00628293458873758","0.00635685146625214","0.320873165290704","0.332699865693034","32.7026851310058"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000002","Middlesbrough","806","Secondary",8,"7714.7962962963","688330","715930","27600","95759","36240","59519","36454","811689","319614","336853","656467","31863","17530","2706","1758","1562","29","0","7589","3476","4","64","1522","3461","0","2946","15535","4737","921","7708","4591","46932","288",8,"9380","88.202501204279","11.797498795721","4.46476421387995","7.33273458184107","2.15969416857935","0.333378917294678","0.949624794718174","5.78201749684916","0.565610720362109","0.0354815699116287","0.216585416335567","0.192438236812375","0.00357279697026817","0.934964007150522","0.000492799582105954","0.00788479331369527","0.187510240991316","0.428242836850074","38.8215297450425"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000051","Shropshire","893","Secondary",19.9814814814815,"13547.5555555556","1255206","1314791","59585","131301","89071","42230","50081","1446092","604200","604022","1208222","46984","62469","6733","280","1131","367","0","4177","6566","75","201","7072","2834","0","2784","28440","25500","27","6702","3097","31460","971",20,"16360","90.9202872293049","9.07971277069509","6.15942830746592","2.92028446322917","4.31984963612274","0.465599699050959","0.463455990351928","2.17551857004948","0.214163414222608","0.067146488605151","0.0193625301848015","0.0782107915678947","0.0253787449207934","0.288847459221128","0.00518639201378612","0.0138995305969468","0.489042190953273","0.454051332833596","28.517397881997"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334","Secondary",14.8888888888889,"13825.9814814815","1273493","1316890","43397","142837","85088","57749","51020","1459727","605884","620752","1226636","46857","54386","6296","2520","3891","2","0","5175","9104","11","317","3386","2093","0","2957","18790","18913","644","7535","4163","44504","1547",16,"17923","90.2148141399042","9.78518586009576","5.82903515520368","3.95615070489208","3.72576516019776","0.431313526433367","0.516192411320747","3.04878925990956","0.285190312983181","0.105978720678593","0.172635020109925","0.266556691764967","0.000137011920722162","0.354518344868595","0.000753565563971893","0.0217163894344627","0.231961181782621","0.623678263127283","32.0126327878266"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894","Secondary",12.7777777777778,"10864.5555555556","1020308","1058578","38270","103847","63943","39904","33586","1162425","486628","505133","991761","28547","36147","3822","1005","7393","0","0","3982","4650","15","87","6842","4958","0","3108","17445","12535","224","4598","5039","29845","422",13,"14254","91.0663483665613","8.93365163343872","5.50082801040927","3.43282362302944","3.10961997548229","0.328795406155236","0.395552401230187","2.56747747166484","0.433490332709637","0.0363034174247801","0.0864571907865024","0.635998021377723","0","0.342559735036669","0.00129040583263436","0.00748435382927931","0.588597113792288","0.400025808116653","28.5652611886602"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000021","Newcastle upon Tyne","391","Secondary",16.8888888888889,"14195.8888888889","1304214","1340624","36410","165960","59907","106053","58304","1506584","611216","640244","1251460","52754","33762","4623","3061","1879","43","0","8264","4960","5","109","3201","3012","0","1083","24878","7275","162","13939","5550","83540","3024",18,"18519","88.9843513537911","11.0156486462089","3.97634648980741","7.0393021564015","2.24096366349304","0.306853119374691","0.925205630751422","5.54499450412323","0.368383044025424","0.20071897750142","0.20317486446159","0.124719232382662","0.00285413889965644","0.548525671320019","0.000331876616239121","0.00723491023401284","0.212467409716285","0.329221603309208","31.2479067586576"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E06000016","Leicester","856","Secondary",21.3061224489796,"20503.693877551","1739811","1804496","64685","177190","93292","83898","57846","1981686","831782","857793","1689575","50236","54046","5605","10276","909","0","0","5542","10034","17","646","6217","8620","0","3516","28086","24392","71","8800","7610","65520","1968",23,"24102","91.0586238183042","8.94137618169579","4.7077084866119","4.23366769508388","2.72727364476511","0.282839965564676","0.444066315248733","3.30627556535193","0.384016438527597","0.0993093759556257","0.518548347215452","0.0458700318819429","0","0.279660854444145","0.000857855381730506","0.0325985045057592","0.313722759306974","0.506336523546112","29.6186734458054"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000005","Darlington","841","Secondary",7.87037037037037,"5547.85185185185","518576","534547","15971","58162","28194","29968","14104","592709","250800","255101","505901","12675","17458","2239","274","815","112","0","2932","2721","16","69","1558","2103","0","2458","6865","4545","0","5108","1429","22760","671",9,"6789","90.1870901234839","9.81290987651613","4.75680308549389","5.05610679102224","2.94545890141705","0.3777570443506","0.86180570904103","3.83999568084844","0.241096389627962","0.113209011504803","0.0462284190049417","0.137504239011049","0.0188962880604141","0.494677826724413","0.0026994697229163","0.0116414631800766","0.262860864268975","0.459078569753454","30.6380386782397"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000031","Wolverhampton","336","Secondary",19.9444444444444,"16518.6296296296","1544590","1593878","49288","140498","68105","72393","71753","1734376","721297","756529","1477826","66764","39794","4748","2807","4523","27","0","4812","8229","36","154","2975","4374","0","1924","29258","13715","17","9693","4989","55481","2230",20,"22032","91.8992190851349","8.10078091486506","3.92677251068972","4.17400840417533","2.29442750591567","0.273758400715877","0.558875353441238","3.19890266009216","0.28765388819956","0.128576502442377","0.161844951729037","0.260785435222812","0.00155675585916779","0.277448488678349","0.00207567447889039","0.00887927415969778","0.171531432630525","0.474464591299695","27.8579768602059"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall","335","Secondary",18.9074074074074,"17175.0740740741","1565253","1609540","44287","188263","80975","107288","71580","1797803","739671","763516","1503187","62066","47418","5478","4290","6869","33","0","6169","7598","30","238","2852","6568","0","5680","27185","4442","412","11572","9514","84231","1971",19,"22959","89.5281629855996","10.4718370144004","4.5041086259173","5.96772838848305","2.63755261282799","0.304705243010497","0.643674529411732","4.68521856955406","0.52920147535631","0.109633814160951","0.238624587899787","0.382077457874973","0.00183557375307528","0.343141044930952","0.00166870341188662","0.0132383804009672","0.158638071023355","0.422626950783818","34.1569986439657"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000015","Hertfordshire","919","Secondary",81.5185185185185,"67012.3148148148","6030535","6339024","308489","662253","472984","189269","207468","7001277","2902932","2935758","5838690","191845","250482","32597","5856","91802","309","0","18331","52746","315","538","20008","24900","0","30945","163678","85325","3641","26120","15623","141672","5854",81,"94721","90.5409684547548","9.45903154524525","6.75568185632421","2.70334968892104","3.57766161801626","0.465586492292763","0.373074797640488","2.02351656704913","0.223145006261001","0.0836133179704217","0.0836418841876989","1.31121793924166","0.00441348056933042","0.261823664454356","0.00449917922116208","0.00768431244757206","0.285776437641305","0.753376848252112","28.0263253055616"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000047","County Durham","840","Secondary",29.9259259259259,"22986.4259259259","2104177","2207538","103361","238340","130615","107725","56587","2445878","1017745","1033805","2051550","52627","90821","10774","331","1193","352","0","7337","14093","76","154","5484","17481","0","6395","49123","28538","1824","20220","3960","77883","5662",31,"30087","90.2554420130522","9.74455798694784","5.34020911917929","4.40434886776855","3.71322690665683","0.440496214447327","0.826696997969645","3.18425530627447","0.161905050047468","0.23149151347696","0.013532972617604","0.048775940582482","0.0143915600042193","0.299974078837947","0.00310726863727463","0.00629630750184596","0.224213963247554","0.576193906646202","31.0930435773717"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855","Secondary",42.6938775510204,"35048.0204081633","2932680","3067862","135182","323048","206336","116712","87594","3390910","1418293","1433687","2851980","80700","140938","16049","2654","4177","376","0","8940","18152","166","389","14495","17330","0","8639","75477","31264","2472","14280","6894","92370","3168",45,"44590","90.4731178356252","9.52688216437475","6.08497423995329","3.44190792442147","4.15634741116691","0.473294779277539","0.421125892459546","2.72404752706501","0.203308256485722","0.0934262484111935","0.078268075531347","0.123182272605289","0.0110884688770861","0.263646041917951","0.00489544104679865","0.0114718467903896","0.427466373333412","0.53531352940656","26.8720990201135"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool","805","Secondary",4.96296296296296,"4875.87037037037","449182","463961","14779","55795","22202","33593","13481","519756","217337","220776","438113","11069","10822","1799","224","1607","0","0","3995","2505","65","15","1170","1898","0","2975","7220","2486","200","5483","2412","25665","33",5,"5774","89.2651551882037","10.7348448117963","4.27161976004125","6.46322505175505","2.08213084601236","0.346123950469066","1.0549180769438","4.93789393484635","0.464063906910166","0.00634913305474107","0.043097145583697","0.309183539968755","0","0.768629895566381","0.0125058681381264","0.00288596957033685","0.225105626486274","0.481956918246254","32.609445018959"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000021","Stoke-on-Trent","861","Secondary",14.8148148148148,"13121.3703703704","1202374","1249331","46957","146018","65635","80383","46662","1395349","570041","588691","1158732","43642","35188","3131","3671","2434","0","0","10585","9131","24","61","1410","3174","0","1988","26392","15321","82","10338","3020","62540","4485",16,"15660","89.5353778875392","10.4646221124608","4.7038411178852","5.76078099457555","2.52180637245592","0.224388307154697","0.740889913562843","4.48203281042951","0.216433308082781","0.321424962500421","0.263088302639698","0.174436646315725","0","0.758591578164316","0.00171999979933336","0.00437166615663895","0.101049988210835","0.654388256988037","36.8407344706342"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807","Secondary",9.98148148148148,"7184.88888888889","648400","670056","21656","80317","35501","44816","19058","750373","312473","320439","632912","15488","21807","2638","203","585","0","0","6246","2303","0","15","1704","1872","0","1053","12723","5644","364","7803","3570","33134","309",11,"8309","89.2963899287421","10.7036100712579","4.73111372610688","5.97249634515101","2.90615467240959","0.351558491576856","1.03988283160508","4.41567060648504","0.475763387008861","0.0411795200520275","0.0270532122024646","0.0779612272829646","0","0.83238602668273","0","0.00199900582776832","0.227087062034482","0.30691402809003","30.7932317292692"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E10000031","Warwickshire","937","Secondary",37.7407407407407,"30257.0555555556","2696904","2811049","114145","332481","213207","119274","92133","3143530","1298376","1315648","2614024","82880","144568","13102","1288","15496","101","0","9664","17711","65","380","10832","14789","0","5481","62256","28540","3079","11662","9253","96622","1737",39,"40671","89.4233234612044","10.5766765387956","6.78240703922024","3.79426949957532","4.59890632505495","0.416792586678034","0.370984212016427","3.07367831705121","0.294350618572115","0.0552563519355629","0.0409730462251036","0.492949009552955","0.00321294850057101","0.307425092173448","0.00206773913403085","0.0120883210912573","0.344580773843418","0.563411196966468","30.1823662396383"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000026","Coventry","331","Secondary",20.8333333333333,"18950.8518518519","1756673","1809478","52805","209111","108711","100400","94277","2018589","813849","855952","1669801","86872","67860","5563","5352","1646","89","0","8122","11918","47","375","7739","5975","0","1568","31082","13947","233","13343","7405","76530","3122",22,"26116","89.6407341960151","10.3592658039849","5.38549452117296","4.9737712828119","3.36175417581291","0.275588542293652","0.661006277156965","3.79126211427883","0.366840401884683","0.154662489491422","0.265135696271009","0.0815421068875338","0.00440902036026155","0.402360262539824","0.00232835906665498","0.0185773329786301","0.383386613124316","0.59041241183817","31.739466137216"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000025","Birmingham","330","Secondary",88.2222222222222,"67642.6296296296","6231209","6420335","189126","664284","359096","305188","255130","7084619","2946613","3064723","6011336","219873","213728","21611","36290","30397","27","0","26199","22206","195","1131","7312","7673","0","9557","112872","57927","1097","46401","35257","209495","14035",90,"88971","90.6235748175025","9.37642518249746","5.06867059470664","4.30775458779082","3.01678890565604","0.30504110383353","0.654954063161336","2.95703975047917","0.497655554942334","0.198105219207977","0.512236437838083","0.429056241415382","0.000381107297371955","0.369801114216587","0.00275244159213078","0.0159641612343585","0.10320950216236","0.313439579460801","36.553123722818"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E10000034","Worcestershire","885","Secondary",44.6851851851852,"30515.3888888889","2824196","2947980","123784","314314","210320","103994","92751","3262294","1356603","1382265","2738868","85328","139679","14071","2027","9645","333","0","7868","23483","60","421","12728","10384","0","6842","73346","29563","3649","21570","7423","72350","2651",46,"38578","90.3652460507851","9.63475394921488","6.44699711307442","3.18775683614046","4.28161900797414","0.431322253604365","0.661191174063404","2.21776455463548","0.227539271445186","0.0812618359963878","0.0621341914615911","0.295650851823901","0.0102075410738578","0.241179979486827","0.0018391965898843","0.0129050294056881","0.390154903267455","0.719830892004215","30.3572965992251"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000022","North Tyneside","392","Secondary",15.7592592592593,"11032.8888888889","998614","1042964","44350","99273","55262","44011","33027","1142237","478171","490105","968276","30338","37304","4294","343","622","1","0","4255","5007","18","325","3075","4923","0","3684","16535","16374","2834","10075","2689","30331","916",15,"13210","91.3088964899579","8.69110351004214","4.83805024701529","3.85305326302685","3.26587214387207","0.375928988467367","0.882041117561417","2.65540338826356","0.235415242195797","0.0801935150060802","0.0300287943745475","0.0544545483993252","8.7547505465153e-05","0.372514635754226","0.00157585509837275","0.0284529392761747","0.269208579305346","0.438350359864021","25.3798986936817"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E10000028","Staffordshire","860","Secondary",69.5925925925926,"44476.6481481481","4034262","4197134","162872","386378","245404","140974","124387","4583512","1944449","1976713","3921162","113100","167775","17797","3049","8655","72","0","14493","19777","83","410","13293","14607","0","7117","91315","46702","3131","29421","11287","95288","4978",71,"56686","91.5702631519237","8.42973684807632","5.35406037990083","3.07567646817549","3.66040276539038","0.388283045839086","0.641887705322905","2.07892986862476","0.246252218822597","0.108606675405235","0.066521043252423","0.188829002738511","0.00157084785640356","0.316198583095234","0.00181083850113188","0.00894510584896472","0.290017785488507","0.431481361890184","28.8599018939311"
