"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool","805","Special",2.98148148148148,"250.166666666667","23183","23779","596","2849","2044","805","287","26628","11422","11556","22978","205","982","215","6","0","0","0","87","334","0","0","420","411","0","0","185","0","0","116","82","605","2",3,"335","89.3007360672976","10.6992639327024","7.67613038906414","3.02313354363828","3.68784737869911","0.807420760102148","0.435631665915578","2.27204446447349","0.307946522457563","0.00751089079164789","0.0225326723749437","0","0","0.326723749436683","0","0","1.57728706624606","1.2543187622052","28.6274509803922"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000047","County Durham","840","Special",9,"1537.09259259259","139057","142271","3214","21434","13699","7735","666","163705","69476","69190","138666","391","6623","1665","6","383","0","0","130","2355","0","4","2533","1967","0","2","1055","0","190","1370","275","5968","122",9,"1727","86.9069362572921","13.0930637427079","8.36810115757002","4.7249625851379","4.04569194587826","1.0170733942152","0.836871201246144","3.6455819919978","0.167985095140649","0.0745242967533062","0.00366512934852326","0.233957423414068","0","0.0794111358846706","0","0.00244341956568217","1.54729543996824","1.43856326929538","36.779324055666"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855","Special",8.83673469387755,"1493.55102040816","127248","129301","2053","14182","10407","3775","1133","143483","63125","63100","126225","1023","5804","1728","86","22","22","0","116","1365","277","30","957","863","0","110","1035","45","0","881","110","2717","67",9,"1917","90.1159022323202","9.88409776767979","7.2531240634779","2.63097370420189","4.04507851104312","1.20432385718169","0.61401002209321","1.89360412034875","0.076664134427075","0.0466954273328548","0.0599374141884404","0.015332826885415","0.015332826885415","0.0808458144867336","0.193054229420907","0.0209084002982932","0.666977969515552","0.95133221357234","31.0575635876841"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000027","Dudley","332","Special",6.87037037037037,"828.166666666667","78483","79832","1349","8996","6424","2572","1589","88828","38325","39236","77561","922","3534","702","156","0","42","0","66","1080","0","4","840","385","0","71","873","20","0","590","667","1304","11",7,"679","89.8725627054532","10.1274372945468","7.23195388841356","2.8954834061332","3.97847525555005","0.790291349574459","0.664204980411582","1.46800558382492","0.75088935921106","0.0123834826856397","0.175620299905435","0","0.0472823884360787","0.074300896113838","0","0.00450308461295988","0.945647768721574","1.21583284549917","32.4884792626728"
"202425","202425","Summer term","Local authority","E92000001","England","E12000004","East Midlands","E06000016","Leicester","856","Special",7.97959183673469,"1152.12244897959","87728","89714","1986","17889","13568","4321","996","107603","43441","43492","86933","795","5490","1246","418","272","0","0","101","1664","0","4","4373","1194","0","4","738","34","16","437","201","3604","79",8,"1247","83.3749988383224","16.6250011616776","12.6093138667138","4.0156872949639","5.10208823174075","1.15796027991785","0.406122505878089","3.34934899584584","0.186797765861547","0.0734180273784188","0.38846500562252","0.252781056290252","0","0.0938635539901304","0","0.00371736847485665","4.06401308513703","1.54642528554037","46.1128048780488"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000037","Gateshead","390","Special",5.92592592592593,"687.555555555556","63934","65775","1841","7432","5468","1964","340","73207","31969","31704","63673","261","2449","609","38","2","0","0","139","1189","2","0","1040","1302","0","4","407","33","95","529","79","1351","5",6,"819","89.847965358504","10.152034641496","7.46923108445914","2.6828035570369","3.34530850874916","0.831887661016023","0.722608493723278","1.84545193765624","0.107913177701586","0.00682994795579658","0.051907604464054","0.00273197918231863","0","0.189872553171145","0.00273197918231863","0","1.42062917480569","1.62416162388843","30.1652892561983"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000030","Walsall","335","Special",6.96296296296296,"899.574074074074","82703","84003","1300","9943","6298","3645","766","93946","41333","41046","82379","324","4335","608","202","0","35","0","99","793","0","4","222","148","0","8","1104","40","0","1279","442","1832","92",7,"800","89.4162604049135","10.5837395950865","6.70385114853214","3.8798884465544","4.61435292614906","0.647180295063121","1.36142039043706","1.95005641538756","0.470483043450493","0.0979285972792881","0.215017137504524","0","0.0372554446171205","0.105379686202712","0","0.00425776509909948","0.236305963000021","0.844101930896472","37.0328425821065"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000019","Herefordshire, County of","884","Special",3.98148148148148,"323.333333333333","29923","30466","543","3568","2673","895","462","34034","14716","14949","29665","258","1355","314","0","119","0","0","14","441","0","2","428","346","0","1","196","0","0","176","204","507","8",5,"310","89.5163659869542","10.4836340130458","7.85391079508727","2.62972321795851","3.98131280484222","0.922606804959746","0.517129928894635","1.48968678380443","0.599400599400599","0.023505905858847","0","0.34965034965035","0","0.0411353352529823","0","0.00587647646471176","1.25756596344832","1.29576306046894","42.1412300683371"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807","Special",4,"426.851851851852","39207","39870","663","5938","4134","1804","465","45808","19418","19381","38799","408","1413","420","8","18","0","0","22","970","0","0","1283","327","0","25","159","6","146","541","57","1181","25",4,"545","87.0371987425777","12.9628012574223","9.02462451973454","3.93817673768774","3.08461404121551","0.916870415647922","1.18101641634649","2.57815228780999","0.124432413552218","0.054575619979043","0.0174641983932937","0.0392944463849109","0","0.0480265455815578","0","0","2.80082081732448","2.11753405518687","36.8794326241135"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808","Special",4,"561.722222222222","51651","52524","873","8026","4358","3668","524","60550","25737","25639","51376","275","2357","441","32","0","10","0","48","722","0","0","748","115","0","1","736","0","21","531","249","2883","5",4,"687","86.7448389760528","13.2551610239472","7.19735755573906","6.05780346820809","3.89265070189926","0.728323699421965","0.876961189099917","4.76135425268373","0.411230388109001","0.00825763831544178","0.0528488852188274","0","0.0165152766308836","0.0792733278282411","0","0","1.23534269199009","1.19240297274979","34.9662162162162"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E08000028","Sandwell","333","Special",5.94444444444444,"754.203703703704","67569","69185","1616","10249","6543","3706","763","79434","33637","33641","67278","291","3570","690","183","0","0","0","139","666","1","2","1292","338","0","2","1177","99","0","534","472","2577","123",6,"967","87.0974645617746","12.9025354382254","8.23702696578291","4.66550847244253","4.4942971523529","0.86864566810182","0.672256212704887","3.24420273434549","0.59420399325226","0.15484553213989","0.230379938061787","0","0","0.174988040385729","0.00125890676536496","0.00251781353072991","1.62650754085152","0.838431905733061","34.4978165938865"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E06000057","Northumberland","929","Special",9.94444444444444,"1252.7962962963","109755","113156","3401","20079","13798","6281","882","133235","54836","54308","109144","611","3956","1236","2","31","0","4","584","2703","0","0","5282","1805","0","18","1248","260","70","1301","271","4611","98",10,"1471","84.9296356062596","15.0703643937404","10.356137651518","4.71422674222239","2.96918977746088","0.927684167073217","0.976470146733216","3.46080234172702","0.203400007505535","0.0735542462566143","0.00150110706646152","0.0232671595301535","0","0.438323263406762","0","0","3.96442376252486","2.02874620032274","41.2814274128143"
"202425","202425","Summer term","Local authority","E92000001","England","E12000001","North East","E08000021","Newcastle upon Tyne","391","Special",5.98148148148148,"925.685185185185","79943","81256","1313","17512","7914","9598","1155","98768","39275","39686","78961","982","3431","738","214","0","6","0","530","644","1","6","2344","453","0","33","655","170","2","1008","173","8394","23",6,"1108","82.2695609914142","17.7304390085858","8.0127166693666","9.71772233921918","3.47379718127329","0.747205572655111","1.02057346508991","8.49870403369512","0.175157945893407","0.0232868945407419","0.216669366596468","0","0.00607484205410659","0.536611048112749","0.00101247367568443","0.00607484205410659","2.37323829580431","0.652033047140774","41.0852713178295"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E10000034","Worcestershire","885","Special",9.90740740740741,"1413.77777777778","127841","130130","2289","20698","15750","4948","2092","150828","62710","63404","126114","1727","6267","1382","110","115","56","0","238","4111","0","13","3458","1251","0","170","811","1","56","1366","365","3075","142",10,"1876","86.2770838305885","13.7229161694115","10.4423581828308","3.28055798658074","4.15506404646352","0.916275492614103","0.905667382714085","2.03874612140982","0.241997507094174","0.0941469753626648","0.0729307555626276","0.0762457899063834","0.037128384650065","0.157795634762776","0","0.00861908929376508","2.29267775214151","2.72562123743602","37.2846312887664"
"202425","202425","Summer term","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire","916","Special",12.9259259259259,"1354.09259259259","121257","126247","4990","17778","13390","4388","897","144025","60403","60172","120575","682","6033","1555","40","20","48","0","329","3228","9","28","2100","1390","0","59","3047","18","476","541","215","3532","100",13,"1621","87.6563096684603","12.3436903315397","9.29699704912342","3.04669328241625","4.18885610137129","1.07967366776601","0.375629231036278","2.45235202221836","0.149279638951571","0.069432390210033","0.0277729560840132","0.0138864780420066","0.0333275473008158","0.228432563791009","0.00624891511890297","0.0194410692588092","1.45808019441069","2.24127755597986","34.6513299784328"
"202425","202425","Summer term","Local authority","E92000001","England","E12000006","East of England","E10000015","Hertfordshire","919","Special",26.7777777777778,"2753.81481481481","248267","253587","5320","38307","28892","9415","2894","291894","123989","121869","245858","2409","13463","3123","239","627","50","0","647","7068","13","152","3510","1642","0","346","2576","502","254","1799","485","6926","205",27,"3214","86.8764003371087","13.1235996628913","9.89811369880847","3.22548596408285","4.61229076308523","1.06990893954655","0.616319622876798","2.37277915955792","0.166156207390354","0.0702309742577785","0.0818790382810198","0.214804004193303","0.0171295059165313","0.221655806559916","0.00445367153829815","0.0520736979862553","1.2024913153405","2.42142695636087","36.52917131178"
"202425","202425","Summer term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894","Special",3.96296296296296,"674.796296296296","63453","65531","2078","6493","4845","1648","541","72024","31613","31439","63052","401","2249","604","46","15","0","0","132","1252","0","2","545","1016","0","87","922","53","0","218","140","1242","48",4,"757","90.9849494612907","9.01505053870932","6.72692435854715","2.28812618016217","3.12257025435966","0.838609352438076","0.302676885482617","1.7244251916028","0.194379651227369","0.0666444518493835","0.0638675996889926","0.0208263912029324","0","0.183272242585805","0","0.00277685216039098","0.756692213706542","1.73830945240475","32.3353293413174"
