"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","education_phase","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000001","Hartlepool","805","Special",2,"255.814285714286","31951","31996","45","2776","1981","795","318","34772","15685","16027","31712","239","1416","319","0","0","0","0","3","243","0","0","0","45","0","0","0","0","0","185","79","531","0","3","304","92.016565052341","7.98343494765904","5.6971126193489","2.28632232831013","4.07224203382032","0.917404808466582","0.532037271367767","1.52709076268262","0.227194294259749","0","0","0","0","0.00862763142758541","0","0","0","0.698838145634418","26.7716535433071"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000006","Bromley","305","Special",3.96923076923077,"773.723076923077","82479","84703","2224","13380","9229","4151","1774","98083","39572","41424","80996","1483","5151","1283","4","0","0","0","313","1687","0","8","783","833","0","36","1171","39","145","323","291","3535","2","4","786","86.35849229734","13.64150770266","9.40937777188708","4.23212993077292","5.25167460212269","1.30807581334176","0.329312928845977","3.60409041322146","0.296687499362785","0.00203908934269955","0.0040781786853991","0","0","0.31911748213248","0","0.0081563573707982","0.798303477666874","1.71997186056707","37.5321336760925"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000029","Sutton","319","Special",3.78571428571429,"533.442857142857","61679","63675","1996","9538","7135","2403","1068","73213","30331","30564","60895","784","4116","696","12","0","10","2","67","1393","0","3","836","469","0","83","380","8","1056","196","284","1610","313","4","669","86.9722590250365","13.0277409749635","9.74553699479601","3.28220398016746","5.62195238550531","0.95065084069769","0.267712018357396","2.19906300793575","0.387909251089287","0.427519702785025","0.0163905317361671","0","0.0136587764468059","0.0915138021935995","0","0.00409763293404177","1.14187371095297","1.90266755904006","36.7775831873905"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000001","Bolton","350","Special",6.98571428571429,"1026.44285714286","116536","118806","2270","16409","13299","3110","749","135215","58327","57688","116015","521","7513","1276","0","0","0","16","263","2104","2","3","2122","448","0","2","142","2","1676","811","228","1830","241","7","1189","87.8645120733646","12.1354879266354","9.83544725067485","2.30004067596051","5.55633620530267","0.943682283770292","0.599785526753689","1.35340014051695","0.168620345375883","0.178234663313981","0","0","0","0.194505047516917","0.00147912583663055","0.00221868875494583","1.56935251266501","1.55604038013534","35.7354392892399"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000025","Birmingham","330","Special",26.7285714285714,"4166.64285714286","471145","475298","4153","80312","59284","21028","7587","555610","231056","235533","466589","4556","35579","5746","34","1","4","0","801","14801","52","34","2232","1791","0","79","2105","56","122","2592","3031","15311","94","25","4626","85.5452565648566","14.4547434351434","10.6700743327154","3.78466910242796","6.4035924479401","1.03417865049225","0.466514281600403","2.75570994042584","0.545526538399237","0.0169183420024838","0.00611940029877072","0.000179982361728551","0.000719929446914202","0.144165871744569","0.00935908280988463","0.00611940029877072","0.401720631378125","2.66391893594428","42.9663608562691"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000007","Camden","202","Special",2.97142857142857,"287.885714285714","32404","32805","401","5962","4023","1939","1280","38767","15230","16207","31437","967","2475","562","2","0","0","0","108","660","0","0","216","317","0","0","83","0","1","173","313","1135","318","5","435","84.6209404906235","15.3790595093765","10.3773828255991","5.00167668377744","6.38429592178915","1.44968658910929","0.446255836149302","2.92774782675987","0.807387726674749","0.820285294193515","0.00515902700750638","0","0","0.278587458405345","0","0","0.557174916810689","1.70247891247711","43.4027777777778"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000012","Liverpool","341","Special",11.9285714285714,"1741.35714285714","203046","205630","2584","29655","19088","10567","2252","235285","100339","100989","201328","1718","12504","2097","10","1","72","0","351","2206","20","0","1827","1511","0","140","907","26","0","1395","534","8402","236","14","2024","87.3961366002933","12.6038633997067","8.11271436768175","4.49114903202499","5.31440593322991","0.891259536307032","0.592897974796523","3.57098837579956","0.226958794653293","0.100303886775613","0.00425016469388189","0.000425016469388189","0.0306011857959496","0.149180780755254","0.00850032938776378","0","0.776505089572221","0.937586331470345","37.1557054525014"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000043","Brighton and Hove","846","Special",2.98571428571429,"394.228571428571","22567","22730","163","2615","2040","575","304","25345","11068","11321","22389","178","1248","301","0","0","0","0","0","429","0","2","60","124","0","12","27","0","0","0","126","449","0","3","483","89.68238311304","10.31761688696","8.04892483724601","2.26869204971395","4.92404813572697","1.18761096863287","0","1.77155257447228","0.497139475241665","0","0","0","0","0","0","0.00789110278161373","0.236733083448412","1.69264154665615","31.7204301075269"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000013","Hammersmith and Fulham","205","Special",4.98571428571429,"573.942857142857","67032","67415","383","9918","7970","1948","1112","77333","32597","33392","65989","1043","4551","967","0","0","0","0","112","2195","0","4","141","219","0","0","72","0","92","105","69","1670","104","5","609","87.1749447195893","12.8250552804107","10.3060789055125","2.51897637489817","5.88493915922051","1.25043642429493","0.135776447312273","2.15949206677615","0.0892245225194936","0.134483338290251","0","0","0","0.144828210466424","0","0.00517243608808659","0.182328372105052","2.83837430333751","38.0453752181501"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000023","Lewisham","209","Special",3.94285714285714,"659.185714285714","79942","80923","981","9610","7400","2210","1617","90533","38500","39968","78468","1474","3817","1009","10","0","0","0","167","2294","2","1","100","736","0","0","245","0","0","64","143","1955","48","5","945","89.3850861012007","10.6149138987993","8.17381507295682","2.44109882584251","4.21614218019949","1.11451073089371","0.070692454685032","2.15943357670684","0.157953453436868","0.053019341013774","0.0110456960445362","0","0","0.184463123943755","0.00220913920890725","0.00110456960445362","0.110456960445362","2.53388267261662","36.2017804154303"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000034","Thurrock","883","Special",2.75384615384615,"448.092307692308","51319","51600","281","5304","4570","734","242","56904","25577","25655","51232","87","2676","574","0","0","0","0","37","934","1","0","348","165","0","7","70","0","39","182","155","394","3","3","530","90.6790383804302","9.3209616195698","8.03106987206523","1.28989174750457","4.70265710670603","1.00871643469703","0.319836918318572","0.692394207788556","0.2723885842823","0.00527203711514129","0","0","0","0.0650217910867426","0.0017573457050471","0","0.61155630535639","1.64136088851399","28.9760348583878"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334","Special",5.97142857142857,"725.528571428571","83074","83733","659","14304","10229","4075","1230","98037","40745","41383","82128","946","6098","963","2","0","0","0","201","2464","0","2","499","477","0","0","181","0","1","185","284","3591","15","6","806","85.4095902567398","14.5904097432602","10.4338158042372","4.15659393902302","6.22010057427298","0.98228219957771","0.188704264716383","3.66290278160286","0.28968654691596","0.0153003457878148","0.00204004610504197","0","0","0.205024633556718","0","0.00204004610504197","0.508991503207972","2.51333680141171","42.6812585499316"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000056","Central Bedfordshire","823","Special",3.97142857142857,"522.314285714286","59995","60896","901","9185","6769","2416","493","70081","30006","29754","59760","235","3634","574","2","0","0","0","100","658","0","0","1801","617","0","18","173","4","89","421","258","1734","3","4","866","86.8937372469","13.1062627531","9.65882336153879","3.44743939156119","5.18542829012143","0.819052239551376","0.600733437022874","2.4742797619897","0.36814543171473","0.00428076083389221","0.00285384055592814","0","0","0.142692027796407","0","0","2.56988342061329","0.938913542900358","39.924670433145"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807","Special",3.97142857142857,"449.257142857143","52181","53147","966","7245","5810","1435","526","60392","25959","25745","51704","477","3118","512","0","0","0","0","65","843","0","4","1268","735","0","0","84","5","142","498","49","855","33","4","499","88.0033779308518","11.9966220691482","9.62047953371308","2.37614253543516","5.16293548814413","0.84779440985561","0.824612531461121","1.4157504305206","0.0811365743807127","0.0546429990727249","0","0","0","0.1076301496887","0","0.00662339382699695","2.09961584315803","1.39588024903961","39.2857142857143"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000016","Havering","311","Special",3.77142857142857,"291.357142857143","34285","34826","541","5265","4376","889","302","40091","17168","16901","34069","216","2400","765","0","0","0","0","70","646","0","0","495","261","0","137","25","0","118","159","86","640","4","4","388","86.8673767179666","13.1326232820334","10.9151679928163","2.21745528921703","5.98638098326308","1.90815893841511","0.396597740141179","1.59636826220349","0.214511985233594","0.0099773016387718","0","0","0","0.174602778678506","0","0","1.23469107779801","1.61133421466164","40.6349206349206"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000005","Darlington","841","Special",2,"379.442857142857","46365","46932","567","4239","2727","1512","614","51171","22778","23211","45989","376","2081","394","0","0","10","0","63","179","0","0","0","402","0","0","165","0","0","304","238","966","4","2","381","91.7160110218679","8.28398897813214","5.32919036172832","2.95479861640382","4.06675656133357","0.769967364327451","0.594086494303414","1.88778800492466","0.46510718961912","0.00781692755662387","0","0","0.0195423188915597","0.123116609016826","0","0","0","0.349807508158918","25.9259259259259"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000065","North Yorkshire","815","Special",10.9714285714286,"1173.9","132983","135060","2077","25370","18548","6822","1024","160430","66082","66295","132377","606","8425","1704","9","0","0","0","160","3358","10","9","4873","1465","0","17","300","295","0","810","418","5572","22","11","1024","84.1862494545908","15.8137505454092","11.561428660475","4.25232188493424","5.25151156267531","1.06214548401172","0.504893099794303","3.47316586673315","0.260549772486443","0.0137131459203391","0.00560992333104781","0","0","0.0997319703297388","0.00623324814560868","0.00560992333104781","3.03746182135511","2.09312472729539","39.3608074011775"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000055","Bedford","822","Special",3,"390.057142857143","45638","45977","339","4366","3515","851","321","50343","22652","22720","45372","266","2482","477","0","0","0","0","46","257","0","0","253","154","0","0","182","0","3","246","55","430","120","4","436","91.3274933953082","8.67250660469181","6.98210277496375","1.69040382972807","4.93017897225036","0.947500148978011","0.488647875573565","0.854140595514769","0.109250541286773","0.238364817352959","0","0","0","0.0913731799853008","0","0","0.502552489919155","0.51049798383092","27.012987012987"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E10000007","Derbyshire","830","Special",9.84285714285714,"1124.88571428571","133123","134082","959","17047","12934","4113","868","151129","66285","66289","132574","549","7273","1697","2","0","0","0","56","2660","2","6","1238","393","0","35","473","40","18","605","319","3158","31","10","1278","88.7202323842545","11.2797676157455","8.55825155992563","2.72151605581986","4.81244499732017","1.12288177649558","0.400320256204964","2.08960556875252","0.211077953271708","0.0205122775906676","0.001323372747785","0","0","0.0370544369379801","0.001323372747785","0.00397011824335501","0.819167730878918","1.76008575455406","29.5493934142114"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000028","Sandwell","333","Special",5.98571428571429,"788.128571428571","90110","91631","1521","13831","9180","4651","1463","105462","44479","44777","89256","854","6458","696","4","0","0","0","53","1531","0","2","436","465","0","12","880","164","0","801","609","3181","60","6","873","86.8853236236749","13.1146763763251","8.70455709165387","4.41011928467126","6.12353264683014","0.659953348125391","0.759515275644308","3.01625229940642","0.577459179609717","0.0568925300108096","0.00379283533405397","0","0","0.0502550681762151","0","0.00189641766702699","0.413419051411883","1.45170772410916","37.5949367088608"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000037","West Berkshire","869","Special",3,"453","53205","54187","982","6216","4889","1327","1017","60403","25952","26564","52516","689","2967","660","1","0","0","0","105","908","0","2","246","375","0","2","416","189","0","48","328","929","22","2","353","89.7091204079268","10.2908795920732","8.09396884260715","2.19691074946609","4.91200768173766","1.09266096054832","0.0794662516762412","1.53800307931725","0.543019386454315","0.0364220320182772","0.00165554690992169","0","0","0.173832425541778","0","0.00331109381984339","0.407264539840736","1.5032365942089","30.3097345132743"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855","Special",8.91428571428571,"1574.88571428571","192991","194492","1501","22573","18137","4436","1819","217065","95195","96248","191443","1548","12873","2292","8","0","27","0","168","1733","146","2","888","633","0","195","638","35","0","1013","271","3138","14","9","1818","89.6008108170364","10.3991891829636","8.35556169810886","2.04362748485477","5.9304816529611","1.05590491327483","0.466680487411605","1.44564992053072","0.124847395941308","0.00644968097113768","0.00368553198350724","0","0.012438670444337","0.0773961716536521","0.0672609586990072","0.000921382995876811","0.409094050169304","0.798378365927257","30.4211187932118"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880","Special",2.98571428571429,"482.642857142857","55198","56353","1155","8493","6672","1821","322","64846","27658","27291","54949","249","3526","546","0","0","0","0","361","1319","1","3","916","629","0","41","227","155","103","96","73","1645","7","3","577","86.9028159022916","13.0971840977084","10.2889923819511","2.80819171575733","5.43749807235604","0.841994880177652","0.148043055855411","2.53677944668908","0.112574407056719","0.0107948061561237","0","0","0","0.556703574622953","0.00154211516516053","0.0046263454954816","1.41257749128705","2.03404990284674","36.875"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000046","Isle of Wight","921","Special",2.98461538461538,"330.015384615385","36896","37403","507","4938","4217","721","322","42341","18375","18333","36708","188","2429","397","0","0","0","0","4","441","0","1","945","235","0","141","31","6","94","224","134","357","6","3","400","88.3375451689851","11.6624548310149","9.95961361328263","1.70284121773222","5.73675633546681","0.937625469403179","0.529038048227486","0.843154389362556","0.316478118136086","0.0141706620060934","0","0","0","0.00944710800406226","0","0.00236177700101556","2.23187926595971","1.04154365744786","34.8348348348348"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000009","Trafford","358","Special",7.97142857142857,"837.785714285714","101121","103358","2237","12035","7322","4713","915","115393","50464","50195","100659","462","4527","784","28","0","0","0","103","1623","0","1","256","674","0","135","1294","22","112","542","453","3661","57","8","997","89.5704245491494","10.4295754508506","6.3452722435503","4.08430320730027","3.92311492031579","0.679417295676514","0.469699201857998","3.17263612177515","0.392571473139619","0.0493964105275017","0.0242649034170184","0","0","0.089260180426889","0","0.000866603693464941","0.221850545527025","1.4064977944936","28.5211267605634"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000017","Doncaster","371","Special",6.68571428571429,"736.757142857143","88861","89457","596","11178","8681","2497","255","100635","44439","44247","88686","175","5009","1169","0","0","32","0","57","1323","4","2","1085","37","0","0","162","0","397","671","80","1719","27","7","811","88.8925324191385","11.1074675808615","8.62622348089631","2.48124409996522","4.97739355095146","1.16162368957122","0.666766035673473","1.7081532270085","0.0794952054454216","0.0268296318378298","0","0","0.0317980821781686","0.0566403338798629","0.00397476027227108","0.00198738013613554","1.07815372385353","1.31465196005366","31.5315315315315"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000033","Westminster","213","Special",3,"276.671428571429","32395","32447","52","4285","3278","1007","585","36732","15707","16209","31916","479","2339","525","1","0","0","0","6","399","0","0","8","31","0","0","8","13","0","230","106","597","74","3","263","88.3344223020799","11.6655776979201","8.92409887836219","2.74147881955788","6.3677447457258","1.42927147990853","0.626157029293259","1.62528585429598","0.288576717848198","0.20145921812044","0.00272242186649243","0","0","0.0163345311989546","0","0","0.0217793749319395","1.08624632473048","37.956204379562"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000019","Sheffield","373","Special",12.9571428571429,"1714.32857142857","183909","186320","2411","35697","27099","8598","1133","222017","92293","90987","183280","629","14295","2315","0","1","0","0","480","3708","7","2","6291","1059","0","38","999","0","315","1227","504","6572","295","13","1558","83.9215015066414","16.0784984933586","12.2058220766878","3.8726764166708","6.43869613588149","1.04271294540508","0.55266038186265","2.96013368345667","0.227009643405685","0.132872707945788","0","0.000450415959138264","0","0.216199660386367","0.00315291171396785","0.000900831918276528","2.83356679893882","1.67014237648468","36.5087812666312"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000036","Bracknell Forest","867","Special",1,"c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c","c"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894","Special",4,"724.857142857143","86858","89204","2346","9992","8065","1927","705","99196","43244","43129","86373","485","4878","758","0","0","0","0","63","1744","1","9","612","2065","0","81","200","0","0","212","220","1483","12","4","713","89.9270131860156","10.0729868139844","8.13036816000645","1.94261865397798","4.91753699745957","0.764143715472398","0.213718295092544","1.49501996048228","0.221783136416791","0.0120972619863704","0","0","0","0.0635106254284447","0.00100810516553087","0.00907294648977781","0.616960361304891","1.75813540868583","32.2359396433471"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000030","Tower Hamlets","211","Special",4.97142857142857,"618.514285714286","70182","71418","1236","11640","10149","1491","2068","83058","33121","34993","68114","2068","7403","818","6","0","0","8","110","1757","0","2","45","1024","0","0","76","14","122","426","0","1059","6","5","813","85.9856967420357","14.0143032579643","12.2191721447663","1.79513111319801","8.91304871294758","0.984853957475499","0.512894603770859","1.2750126417684","0","0.00722386765874449","0.00722386765874449","0","0","0.132437573743649","0","0.00240795588624816","0.0541790074405837","2.11538924606901","38.610662358643"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E10000028","Staffordshire","860","Special",20.6857142857143,"2649.34285714286","324593","327018","2425","36905","27751","9154","3424","363923","160311","161742","322053","2540","19603","3322","105","0","132","14","121","3130","0","17","1307","813","1","60","1490","3","58","1486","884","6740","44","23","2907","89.8591185498031","10.1408814501969","7.62551418844096","2.51536726175592","5.38657902908033","0.91283046138881","0.408328135347312","1.85204012936803","0.242908527353314","0.012090469687269","0.0288522572082556","0","0.036271409061807","0.0332487916399898","0","0.00467131783371757","0.359141906392286","0.860072048208","30.4363905325444"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E10000020","Norfolk","926","Special",14.8285714285714,"1830.68571428571","220431","224516","4085","30156","23739","6417","2987","254672","108458","109730","218188","2243","13813","2607","18","0","112","32","326","4851","36","19","1925","3194","0","149","680","62","0","477","744","5059","137","16","2121","88.1588867248853","11.8411132751147","9.32140164603883","2.51971162907583","5.42383929132374","1.02366966136835","0.187299742413771","1.98647672300057","0.29214047873343","0.0537946849280643","0.00706791480806685","0","0.043978136583527","0.128007790412766","0.0141358296161337","0.00746057674184834","0.755874222529371","1.90480304077402","34.2979635584137"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000020","Kensington and Chelsea","207","Special",1.97142857142857,"178.3","22245","22517","272","2317","1573","744","164","24834","11081","11011","22092","153","914","239","0","0","0","0","5","347","0","0","68","9","0","0","122","0","141","109","11","358","266","3","293","90.670049126198","9.32995087380205","6.33405814609004","2.99589272771201","3.68043810904405","0.96239027140211","0.438914391559958","1.44157203833454","0.0442941129097205","1.07111218490779","0","0","0","0.0201336876862366","0","0","0.273818152532818","1.39727792542482","26.2032085561497"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000034","Kirklees","382","Special",5.95714285714286,"678.814285714286","79174","80778","1604","10176","8062","2114","501","90954","39460","39307","78767","407","4878","745","0","0","18","14","17","1683","1","0","706","926","0","0","678","0","0","399","94","1593","28","7","890","88.8119269081074","11.1880730918926","8.86382127229149","2.32425181960112","5.36315060360182","0.819095366888757","0.438683290454515","1.75143479121314","0.103348945620863","0.0307847923125976","0","0","0.019790223629527","0.01869076676122","0.00109945686830706","0","0.776216549024782","1.85038590936078","33.5755813953488"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000005","Brent","304","Special",5.96923076923077,"740.492307692308","85136","85823","687","9884","8317","1567","1039","95707","41776","42644","84420","716","5459","1243","4","0","0","0","98","1513","0","0","0","403","0","4","244","36","0","211","323","794","239","6","895","89.6726467238551","10.3273532761449","8.6900644675938","1.6372888085511","5.70386701077246","1.29875557691705","0.220464542823409","0.82961538863406","0.337488375980858","0.249720501112771","0.00417942261276605","0","0","0.102395854012768","0","0","0","1.58086660327876","35.4581673306773"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000008","Tameside","357","Special",4.94285714285714,"797.028571428571","93374","97644","4270","11242","9277","1965","1054","108886","45861","46668","92529","845","4967","968","6","0","0","0","148","1702","0","15","1471","1324","0","37","2889","4","16","652","209","1096","8","5","608","89.6754403688261","10.3245596311739","8.51991991624268","1.80463971493121","4.56165163565564","0.889003177635325","0.598791396506438","1.00655731682677","0.191943867898536","0.0073471336994655","0.00551035027459912","0","0","0.135921973440112","0","0.0137758756864978","1.35095420898922","1.56310269456128","30.3970223325062"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000002","Barking and Dagenham","301","Special",2.97142857142857,"514.385714285714","58172","58573","401","11289","8872","2417","903","69862","28363","29016","57379","793","4287","959","0","0","0","0","46","2712","2","2","864","357","0","3","27","14","0","300","110","2006","1","3","566","83.8410008302081","16.1589991697919","12.6993215195671","3.45967765022473","6.13638315536343","1.37270619220749","0.429417995476797","2.87137499642152","0.157453265008159","0.00143139331825599","0","0","0","0.0658440926397756","0.00286278663651198","0.00286278663651198","1.23672382697318","3.88193867911025","45.9047619047619"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E10000031","Warwickshire","937","Special",10.6,"1417.22857142857","167401","168709","1308","24711","20212","4499","1262","193420","83231","83460","166691","710","12142","1625","5","4","0","0","241","4138","2","3","2052","695","0","7","594","2","10","339","552","2977","631","11","1762","87.2241753696619","12.7758246303381","10.4497983662496","2.32602626408851","6.27753076207217","0.840140626615655","0.175266259952435","1.53913762795988","0.285389308241133","0.326233067935064","0.00258504808189432","0.00206803846551546","0","0.124599317547306","0.00103401923275773","0.00155102884913659","1.06090373280943","2.13938579257574","34.4945355191257"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850","Special",27.6714285714286,"3216.3","368079","378729","10650","54204","45851","8353","4323","432933","181948","183068","365016","3063","24380","3540","2","0","30","0","1095","10246","0","44","6514","6406","0","68","2286","290","1600","877","1260","5770","446","28","3422","87.4798178932999","12.5201821067001","10.5907842553005","1.92939785139964","5.63135635306156","0.817678486047495","0.202571760526456","1.33276973573278","0.291038105203346","0.103018249937057","0.000461965246354517","0","0.00692947869531775","0.252925972379098","0","0.0101632354197994","1.50462080737666","2.36664795707419","33.9463840399003"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000030","Swindon","866","Special",6.84285714285714,"789.157142857143","91145","92326","1181","13463","9866","3597","654","105789","45155","45670","90825","320","6544","1041","0","0","0","0","14","1378","0","2","887","1025","0","29","77","50","0","300","334","2963","0","7","904","87.2737241112025","12.7262758887975","9.3261114104491","3.40016447834841","6.18589834481846","0.984034256869807","0.283583359328475","2.8008583123009","0.315722806719035","0","0","0","0","0.0132338901019955","0","0.0018905557288565","0.838461465747857","1.30259289718213","38.0246913580247"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808","Special",3.98571428571429,"337.014285714286","38919","39307","388","6498","3523","2975","328","45805","19505","19295","38800","119","2181","286","0","0","0","0","33","203","0","1","819","126","0","0","262","0","0","281","209","2435","50","4","657","85.8137757886694","14.1862242113306","7.69130007641087","6.49492413491977","4.76148892042353","0.624385984062875","0.613470145180657","5.31601353564021","0.456282065276717","0.109158388822181","0","0","0","0.0720445366226394","0","0.00218316777644362","1.78801440890732","0.443183058618055","35.5704697986577"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000004","Oldham","353","Special",5.94285714285714,"1220.21428571429","142074","145139","3065","24798","17370","7428","2141","169937","69531","70785","140316","1758","9552","1650","0","0","0","0","477","2935","1","1","2754","2880","0","8","165","7","5","784","383","6237","24","6","1462","85.4075333800173","14.5924666199827","10.2214350023832","4.37103161759946","5.62090657125876","0.970948057221205","0.461347440522076","3.67018365629616","0.225377639948922","0.0141228808323084","0","0","0","0.28069225654213","0.000588453368012852","0.000588453368012852","1.62060057550739","1.72711063511772","40.48"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000051","Shropshire","893","Special",2.82857142857143,"488.457142857143","55425","56616","1191","9970","8248","1722","253","66586","27770","27486","55256","169","4233","729","0","0","0","0","307","845","0","4","2130","917","0","123","132","19","0","176","84","1449","13","3","546","85.0268825278587","14.9731174721413","12.3869882557895","2.58612921635179","6.3571922025651","1.0948247379329","0.264319826990659","2.1761331210765","0.126152644700087","0.0195236235845373","0","0","0","0.461057880034842","0","0.00600726879524224","3.19887063346649","1.26903553299492","41.1650485436893"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000032","Luton","821","Special",3.92857142857143,"806.371428571429","93736","94177","441","12974","11180","1794","1403","107151","45786","46970","92756","980","6913","1079","0","0","0","0","114","2734","0","0","340","395","0","2","32","12","0","405","423","964","2","4","838","87.8918535524633","12.1081464475367","10.4338736922661","1.6742727552706","6.45164300846469","1.00699013541638","0.377971274183162","0.899664958796465","0.394769997480192","0.00186652481078105","0","0","0","0.10639191421452","0","0","0.317309217832778","2.55153941633769","36.81592039801"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E10000029","Suffolk","935","Special",13.6,"1635.77142857143","194511","197527","3016","28030","21439","6591","1946","225557","96347","96747","193094","1417","11593","2196","9","0","0","12","525","3015","0","5","4084","1319","0","469","501","67","660","799","529","5221","42","14","1621","87.572985985804","12.427014014196","9.50491450054753","2.92209951364843","5.13972078011323","0.973589824301618","0.354234184707192","2.31471424074624","0.234530517784862","0.0186205704101402","0.00399012223074434","0","0","0.232757130126753","0","0.00221673457263574","1.81062879892887","1.33669094729935","34.338061465721"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000009","Ealing","307","Special",6,"870.357142857143","104307","104439","132","12381","10662","1719","1562","116820","50624","52189","102813","1494","6676","1535","9","2","0","0","10","2430","0","0","0","82","0","0","31","19","0","288","68","1203","160","6","1003","89.4016435541859","10.5983564458141","9.12686183872625","1.47149460708783","5.71477486731724","1.31398733093648","0.24653312788906","1.02978941961993","0.0582092107515836","0.136962848827256","0.00770416024653313","0.0017120356103407","0","0.00856017805170347","0","0","0","2.08012326656394","34.717416378316"
