"academic_year","time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","education_phase","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_mobile_child","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_c1_authorised_regulated_performance","reason_j1_authorised_interview","reason_c2_authorised_temp_reduced_timetable","reason_b_aea_education_off_site","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_k_aea_education_arranged_by_la","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_mob_perc","auth_excluded_perc","auth_performance_perc","auth_interview_perc","auth_part_time_perc","auth_other_perc","pa_perc"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000019","Herefordshire, County of","884","Secondary",14.9142857142857,"9442.67142857143","1157085","1170831","13746","100040","80230","19810","23137","1270871","563938","572207","1136145","20940","61162","7098","14","6","85","0","2031","6438","44","121","3231","1721","0","1167","9319","1449","90","1925","2197","15490","198","15","9359","92.1282333140028","7.87176668599724","6.31299321488963","1.55877347110761","4.81260489853022","0.55851459353467","0.151470920337312","1.21884912001297","0.172873564665493","0.0155798660918378","0.00110160669336227","0.000472117154298115","0.00668832635255663","0.159811656729912","0.00346219246485285","0.00952102927834532","0.254235087589535","0.506581706561878","22.539649196513"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000052","Cornwall","908","Secondary",30.8428571428571,"29742.3428571429","3316658","3356958","40300","322277","220504","101773","85802","3679235","1608430","1628802","3237232","79426","161119","14396","100","5","16","0","13861","21209","63","805","8930","11190","0","7100","18700","2242","1068","13453","6376","78713","3231","32","31235","91.2406519290015","8.75934807099845","5.99320239125796","2.76614567974049","4.37914403401794","0.391276991004924","0.365646662961186","2.13938495366564","0.173296894599013","0.0878171685146505","0.00271795631428816","0.000135897815714408","0.000434873010286106","0.376735924723482","0.00171231247800154","0.0218795483300197","0.242713498865933","0.576451354697376","25.7715000893975"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000001","North East","E06000003","Redcar and Cleveland","807","Secondary",9.88571428571429,"8195.85714285714","1006903","1014874","7971","96373","53544","42829","32870","1111247","480320","497518","977838","29065","36343","2792","0","1","0","0","7844","4040","42","12","2470","2719","0","844","3965","3","440","6419","3805","32514","91","11","8376","91.3274906478938","8.67250935210624","4.81837071326177","3.85413863884447","3.27047002151637","0.251249272214008","0.577639354706919","2.92590216216557","0.342408123486498","0.00818899848548523","0","8.99889943459915e-05","0","0.705873671649957","0.00377953776253164","0.0010798679321519","0.222272816034599","0.363555537157806","24.8179539214516"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire","916","Secondary",40.4285714285714,"36717.8","4222731","4267694","44963","366921","279669","87252","107409","4634615","2041659","2081616","4123275","99456","216703","17902","289","6","181","0","10343","25806","152","429","7858","6158","3","6427","28709","1148","2518","10164","7953","67343","1792","41","42359","92.0830317081354","7.91696829186459","6.03435236799605","1.88261592386854","4.67574976562239","0.386267251972386","0.219306242266078","1.45304410398706","0.171600014240665","0.0386655633747355","0.00623568516478715","0.000129460591656481","0.0039053945149705","0.223168483250497","0.00327966832196418","0.00925643230343836","0.169550221539437","0.556810004714523","22.0080732275854"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000016","Havering","311","Secondary",17.8428571428571,"16003.3428571429","1944146","1970993","26847","143346","93849","49497","71233","2114339","919568","957765","1877333","66813","72224","6431","92","4","359","0","2830","9702","203","235","1769","4166","5","3511","12813","1193","5159","4895","4420","38538","1644","19","17443","93.2202924885744","6.77970751142556","4.43869218701448","2.34101532441108","3.41591390973727","0.30416125323328","0.231514435480781","1.82269730634491","0.209048785459664","0.0777547971257211","0.00435124168830069","0.000189184421230465","0.0169793018054342","0.133847978020554","0.0096011093774461","0.0111145847472898","0.0836668102891731","0.458866813694493","19.1209061807437"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E10000015","Hertfordshire","919","Secondary",80.4428571428571,"75994.0571428571","9193556","9300347","106791","716292","529011","187281","300844","10016639","4411497","4499678","8911175","282381","390442","42123","871","731","226","0","19705","56942","901","412","16658","22718","6","17028","60522","2422","4095","18932","18463","145950","3936","82","94974","92.8489785845332","7.1510214154668","5.28132240764592","1.86969900782089","3.8979342272393","0.420530279667661","0.189005513725712","1.45707557195582","0.184323304453719","0.0392946176856329","0.00869553150512862","0.00729785709557867","0.0022562458325592","0.196722673144155","0.00899503316431789","0.00411315611953271","0.166303287959165","0.568474115918523","19.3449603743084"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000023","Lewisham","209","Secondary",12.6857142857143,"11466.5428571429","1442145","1462468","20323","106692","56062","50630","61224","1569160","674204","710032","1384236","57909","42772","4358","50","1","0","0","2886","4682","145","288","880","5880","0","1419","9126","3360","538","3355","3315","43014","946","14","12516","93.2006933646027","6.79930663539728","3.5727395549211","3.22656708047618","2.72578959443269","0.277728211272273","0.213808661959265","2.74121185857401","0.211259527390451","0.0602870325524484","0.00318641821101736","6.37283642203472e-05","0","0.183920059139922","0.00924061281195034","0.01835376889546","0.0560809605139055","0.298376201279666","20.2744028432102"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000018","Hounslow","313","Secondary",20.6142857142857,"17069.0571428571","2098782","2112888","14106","148084","93509","54575","71314","2260972","996845","1036151","2032996","65786","71757","8113","254","16","49","0","3706","7970","27","412","1205","4075","0","1153","8170","443","265","7814","5528","40694","539","21","21505","93.4504275152457","6.54957248475434","4.1357876170072","2.41378486774715","3.17372351360388","0.358827973101834","0.345603572268918","1.79984537623642","0.244496614730302","0.023839304511511","0.0112341063931796","0.000707660245239658","0.00216720950104645","0.163911804303636","0.00119417666384192","0.0182222513149212","0.0532956622196117","0.352503259660005","19.6642277806137"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E10000024","Nottinghamshire","891","Secondary",44.3538461538462,"47696.8307692308","5483996","5548208","64212","487706","312997","174709","140450","6035914","2655037","2701751","5356788","127208","211385","22027","118","8","213","0","23553","35673","774","636","18610","25069","2","4480","33255","84","1322","24335","13242","135181","1951","45","55352","91.9199312647596","8.08006873524043","5.18557752810925","2.89449120713118","3.50212080556482","0.364932303541767","0.403170091555314","2.2396111011522","0.219386823602854","0.0323231908208102","0.00195496489843957","0.000132539993114547","0.00352887731667482","0.390214307228367","0.0128232443338325","0.0105369294526065","0.308321158982716","0.591012396796906","22.5228916156257"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850","Secondary",68.1285714285714,"73270.3","8845570","8924525","78955","787494","570239","217255","277273","9712019","4255671","4334387","8590058","255512","404860","37695","210","14","669","0","18825","53800","466","1256","52444","25319","1","7049","39027","3336","4223","22773","21761","169691","3030","72","71768","91.8915521067247","8.10844789327533","5.87147739311466","2.23697050016068","4.16864917583048","0.388127329652053","0.234482654945383","1.74722681246814","0.224062576483839","0.0311984562633166","0.00216226924597244","0.000144151283064829","0.00688837202645506","0.193831993121101","0.00479817842201503","0.012932429394959","0.53999070636085","0.553952787777701","21.9914817427161"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894","Secondary",12.8857142857143,"12631.4285714286","1597232","1613789","16557","128362","80354","48008","47145","1742151","762636","792238","1554874","42358","58190","5396","23","0","1","0","5226","5997","61","91","5369","5386","0","2406","8617","71","77","3874","4787","39023","324","13","11186","92.6319819579359","7.36801804206409","4.61234416534503","2.75567387671907","3.3401237894993","0.309732049632896","0.222368784336145","2.23993212987852","0.274775263453053","0.0185976990513451","0.00132020703142265","0","5.74003057140282e-05","0.299973997661512","0.00350141864855572","0.00522342781997657","0.308182241378618","0.344229633367027","21.2317666126418"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000029","Sutton","319","Secondary",14.5,"16426.0714285714","1880710","1899510","18800","113857","83968","29889","39303","2013367","914008","932015","1846023","34687","66086","6848","109","647","0","0","2361","6069","88","185","1575","5719","0","2966","10014","0","101","3328","4616","21556","389","15","21544","94.344945556374","5.65505444362603","4.17052628755711","1.48452815606891","3.28236233135837","0.340126762780953","0.165295249201959","1.07064434849682","0.229267689397909","0.0193208689722241","0.00541381675571319","0.0321352242288664","0","0.117266251011366","0.00437078783947487","0.00918858807162331","0.0782271687178741","0.301435356792875","14.7962696376041"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E10000017","Lancashire","888","Secondary",82.5428571428571,"70032.6142857143","8570714","8651338","80624","732041","497772","234269","253698","9383379","4111097","4227993","8339090","231624","371608","37771","373","7","112","0","28050","42229","644","470","16508","18205","3","8588","48200","2223","3405","36969","22074","170793","4433","82","68405","92.1985353037536","7.80146469624642","5.30482675803674","2.49663793820968","3.96027912759359","0.402530900648903","0.393983872973691","1.82016520914268","0.235245746761375","0.0472431093319368","0.0039751138688952","7.4599992177658e-05","0.00119359987484253","0.298932825797615","0.00686319928034453","0.00500885661764275","0.175928095838397","0.450040438524331","22.0570816176885"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000019","Sheffield","373","Secondary",30,"31743.8857142857","3883337","3915633","32296","379075","176710","202365","166897","4294708","1812487","1920442","3732929","150408","116713","13580","119","5","12","0","22017","11533","100","173","12458","10876","0","2491","16962","259","1708","22892","16489","159486","3498","32","36371","91.1734394980986","8.82656050190141","4.11459871078546","4.71196179111595","2.71760035839456","0.316203103913002","0.533028089453346","3.71354699784013","0.383937627424263","0.0814490763982091","0.00277085194150569","0.000116422350483432","0.000279413641160237","0.512654178118745","0.00232844700966864","0.00402821332672675","0.29007792846452","0.268539793625085","24.9539820836913"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000032","Luton","821","Secondary",12.9,"15973.9142857143","2013770","2032315","18545","135491","88725","46766","62684","2167806","965020","993090","1958110","55660","67396","7327","51","3","2","0","4020","7862","63","145","1856","8069","13","1729","7464","2","1268","7812","7024","31092","838","13","16246","93.7498558450341","6.2501441549659","4.09284779173044","2.15729636323546","3.1089497860971","0.337991499239323","0.360364349946444","1.43426118388823","0.324014233746009","0.0386565956547772","0.00235260904342916","0.000138388767260539","9.22591781736927e-05","0.185440948129122","0.00290616411247132","0.00668879041759272","0.0856165173451868","0.362670829400786","18.3918556449646"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000025","Oxfordshire","931","Secondary",41.3142857142857,"37176.2428571429","4275509","4335679","60170","438874","303908","134966","153077","4774553","2118106","2020144","4138250","137259","219956","19560","325","4","207","24","12412","26616","399","467","23902","22944","10","3125","22178","10281","1632","10623","15818","105005","3520","42","44025","90.808060984976","9.19193901502402","6.36516130410533","2.8267777109187","4.60683963504018","0.409671858287048","0.222492032238411","2.19926347031858","0.331298029365262","0.0737241789964422","0.00680691993575105","8.37774761323207e-05","0.00433548438984759","0.259961508438591","0.00835680324419899","0.00978102033844844","0.500612308628682","0.557455326184462","23.2190183398707"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334","Secondary",14.8857142857143,"16036.0428571429","1847585","1860016","12431","163282","111328","51954","67505","2023298","872625","912011","1784636","62949","86713","7109","109","2","3","0","4245","9979","83","110","2975","3749","0","854","7285","99","444","5117","4556","42053","228","16","18026","91.9299084959309","8.0700915040691","5.50230366461095","2.56778783945815","4.28572558268728","0.351357041819841","0.252903922210174","2.07843827256291","0.225176914127331","0.011268730557733","0.00538724399470567","9.88485136643243e-05","0.000148272770496486","0.209805970252528","0.00410221331706946","0.00543666825153784","0.147037164075682","0.493204658928146","22.87693830419"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855","Secondary",42.7857142857143,"39912.3571428571","4965315","5033279","67964","454038","325034","129004","134238","5487317","2396343","2444241","4840584","124731","243831","21993","773","25","826","0","13361","28514","375","832","14504","26984","0","4320","31663","1443","3554","14196","9507","102720","2581","45","44408","91.7256830615035","8.27431693849654","5.92336837838966","2.35094856010688","4.44353770704335","0.400796965074188","0.258705666175291","1.87195308745604","0.17325406933844","0.0470357371371109","0.0140870301460623","0.000455596059057641","0.0150528937912645","0.243488757802766","0.00683394088586462","0.0151622368454383","0.264318609622881","0.519634641118784","22.7543430449502"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000014","Haringey","309","Secondary",11.8857142857143,"13138.0857142857","1466741","1482623","15882","115255","72550","42705","58823","1597878","684229","726922","1411151","55590","51425","7223","319","3","2","0","3188","9090","141","185","974","6044","0","1465","7979","115","279","3605","3233","32010","3857","14","16247","92.7869962537816","7.21300374621842","4.54039670112487","2.67260704509356","3.2183308112384","0.452037014089937","0.225611717540388","2.00328185255695","0.202330841278245","0.241382633717968","0.0199639772247944","0.000187749002114054","0.000125166001409369","0.199514606246534","0.00882420309936053","0.0115778551303666","0.0609558426863628","0.568879476405583","21.0030320413013"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000014","Sefton","343","Secondary",17.9285714285714,"15714.2714285714","1837123","1867529","30406","187338","110256","77082","74786","2054867","865445","904077","1769522","67601","78915","10501","183","7","19","0","3509","7898","85","228","8911","11752","0","4514","9620","3633","887","8484","7185","56084","5329","17","16281","90.8832055797285","9.11679442027148","5.36560273730611","3.75119168296537","3.84039453648338","0.511030640912526","0.412873436577647","2.72932506094068","0.34965766640858","0.259335519038458","0.00890568586677386","0.000340654650641623","0.000924634051741548","0.170765309871636","0.00413652075779114","0.0110956086208986","0.433653370266786","0.384355775823934","26.5815324165029"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000008","Croydon","306","Secondary",21.9714285714286,"18023.6571428571","2100645","2122055","21410","180578","109333","71245","87764","2302633","980223","1042507","2022730","77915","82307","8422","181","1","4","0","4898","10118","58","426","2918","7627","0","1086","12212","5","480","6233","9849","52572","2591","25","24202","92.1577602683537","7.84223973164634","4.74817306969891","3.09406666194743","3.57447322261081","0.365755202848218","0.270690118659812","2.28312544812829","0.427727736030883","0.112523359128441","0.00786056657747891","4.34285446269553e-05","0.000173714178507821","0.212713011582827","0.00251885558836341","0.018500560011083","0.126724493221456","0.439410014535534","23.488283170372"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000036","Wakefield","384","Secondary",17.8142857142857,"20604.8571428571","2530952","2555800","24848","254403","150358","104045","76579","2810203","1207502","1252716","2460218","70734","102692","9285","84","7","41","0","14609","14660","155","130","8695","15320","0","2092","6820","76","540","14720","5845","81848","1632","20","21764","90.9471664502529","9.05283354974712","5.3504319794691","3.70240157027802","3.65425558224797","0.330403177279364","0.523805575611442","2.91252980656558","0.207992091674516","0.0580740964264859","0.00298910790430442","0.000249092325358702","0.00145896933424382","0.519855683023611","0.00551561577579983","0.00462600032809018","0.309408252713416","0.521670498536938","25.923467210394"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000032","Bradford","380","Secondary",34.1857142857143,"36377.7714285714","4407926","4453831","45905","489628","235214","254414","178112","4943459","2079202","2174290","4253492","154434","157820","14536","100","0","111","0","26166","18685","116","387","17293","22220","3","2208","18420","89","2965","26961","23678","200974","2801","37","41890","90.0954372232075","9.90456277679252","4.75808538110663","5.1464773956859","3.19250144483852","0.294045121037719","0.545387349222478","4.06545295510694","0.478976360479575","0.0566607308769022","0.00202287507593367","0","0.00224539133428638","0.529305492368805","0.00234653508808306","0.00782852654386331","0.34981578688121","0.377974207938207","27.8319540351062"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E06000044","Portsmouth","851","Secondary",10.8142857142857,"11101.1857142857","1238852","1251373","12521","127007","73649","53358","63928","1378380","573443","603253","1176696","62156","51679","3533","189","0","1","0","5361","6870","49","223","5744","5538","0","649","5777","434","123","5002","1772","46154","430","11","9903","90.7857775069284","9.21422249307158","5.34315645903162","3.87106603403996","3.74925637342387","0.256315384726998","0.362889769149291","3.34842351165861","0.128556711501908","0.031196041730147","0.0137117485744134","0","7.25489342561558e-05","0.388934836547251","0.00355489777855163","0.0161784123391227","0.416721078367359","0.49841117833979","25.9481608538212"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E06000055","Bedford","822","Secondary",13.9142857142857,"12414.5142857143","1379473","1392959","13486","119999","82168","37831","45786","1512958","659729","678654","1338383","41090","63533","5497","42","1","89","0","4359","5573","131","132","2811","4658","0","1679","5974","248","927","4283","4696","27672","1180","15","13345","92.0685835297477","7.93141647025231","5.43095049565156","2.50046597460075","4.19925734884908","0.363327997208118","0.283087831916021","1.82899987970585","0.310385351080466","0.0779929118984136","0.00277601889807913","6.6095688049503e-05","0.00588251623640577","0.288111104207784","0.0086585351344849","0.0087246308225344","0.185794979107153","0.36835126949988","23.5099625859219"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880","Secondary",7.95714285714286,"8191.02857142857","991430","1001632","10202","95878","65567","30311","25619","1097510","480321","489422","969743","21687","52254","3574","7","2","12","0","3589","3264","90","82","2693","1203","0","2899","4955","62","1083","1967","3932","23453","959","8","9371","91.2640431522264","8.7359568477736","5.97415968874999","2.76179715902361","4.76114112855464","0.325646235569608","0.179223879509071","2.13692813732904","0.358265528332316","0.0873796138531767","0.000637807400388151","0.000182230685825186","0.00109338411495112","0.327012965713296","0.00820038086213338","0.00747145811883263","0.245373618463613","0.297400479266704","23.61645813282"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000009","Ealing","307","Secondary",16.9142857142857,"18900.3714285714","2174058","2193560","19502","159396","99962","59434","63208","2352956","1046014","1069323","2115337","58721","69707","9123","198","2035","4","0","3459","12689","128","353","2266","4278","0","2918","11618","3","685","6365","4487","44325","4257","17","23464","93.2257126780101","6.77428732198987","4.24835823534312","2.52592908664675","2.96252883606833","0.387725057332139","0.270510795781987","1.88380063205602","0.190696298613319","0.180921360195431","0.00841494698583399","0.0864869551321827","0.000169998929006747","0.147006573858585","0.00543996572821591","0.0150024054848454","0.0963043932823223","0.539279102541654","19.6883926252921"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000025","South Gloucestershire","803","Secondary",15.7714285714286,"14898.2","1846359","1864261","17902","172161","124636","47525","54876","2036422","888454","908760","1797214","49145","92592","7552","13","6","446","0","4905","8040","81","208","10793","6882","0","1268","7211","1982","559","7781","5731","33562","451","16","17403","91.5459074789017","8.45409252109828","6.12034244375675","2.33375007734153","4.54679825694281","0.370846514131157","0.382091727549594","1.6480866932296","0.281424969873631","0.0221466866887119","0.000638374560871961","0.000294634412710136","0.0219011580114534","0.240863632390536","0.00397756457158683","0.0102139929739514","0.529998202730082","0.394810113031582","23.4025974025974"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000033","Westminster","213","Secondary",10.6571428571429,"8975.37142857143","1121090","1130383","9293","84755","51780","32975","38571","1215138","530039","555745","1085784","35306","36474","6197","19","0","0","0","2084","6311","39","145","511","2550","0","371","6083","0","289","2719","3265","24345","2646","12","12649","93.0250720494298","6.97492795057022","4.2612444018704","2.71368354869982","3.00163438226769","0.509983228242389","0.223760593446999","2.00347614838808","0.268693761531612","0.217753045333123","0.00156360841320081","0","0","0.171503154374236","0.00320951200604376","0.0119328010481114","0.0420528367971374","0.519364878721594","20.5480890382192"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E10000003","Cambridgeshire","873","Secondary",34.6142857142857,"34589.3285714286","4222363","4255646","33283","368378","282164","86214","123613","4624024","2027929","2079554","4107483","114880","192944","18035","153","53","527","7","7982","21747","312","357","40047","6003","0","2384","21508","441","2947","8347","8733","67969","1165","37","37569","92.0333891000566","7.96661089994343","6.1021309577978","1.86447994214563","4.17264270254653","0.390028252448517","0.180513768959677","1.46991019077756","0.188861476497527","0.025194505910869","0.00330880635567635","0.00114618782255455","0.0113969996695519","0.172620211313782","0.00674736982334002","0.00772054816324483","0.866063843959287","0.470304652397998","20.8551708336913"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E06000008","Blackburn with Darwen","889","Secondary",11.9230769230769,"10961.9076923077","1271521","1281032","9511","99632","62472","37160","52256","1380664","600566","621278","1221844","49677","48264","4877","10","5","0","0","2508","3958","43","124","2683","1984","0","437","6674","96","320","7382","2579","26265","934","12","11791","92.7837620159575","7.21623798404246","4.52477938151498","2.69145860252748","3.4957093108823","0.353235834352167","0.534670274592515","1.90234553808892","0.18679418019156","0.0676486096544851","0.0007242891825962","0.0003621445912981","0","0.181651726995127","0.00311444348516366","0.00898118586419288","0.19432678769056","0.286673658471576","20.9487938301498"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000008","South East","E10000030","Surrey","936","Secondary",56.5142857142857,"59806.6","6990199","7070124","79925","529476","382710","146766","217475","7599600","3347933","3440845","6788778","201421","286221","29165","312","1085","256","0","12243","35428","494","909","16597","26978","3","10734","39200","578","2432","14343","16054","113922","2447","63","64678","93.032843833886","6.96715616611401","5.03592294331281","1.9312332228012","3.76626401389547","0.383770198431496","0.188733617558819","1.49905258171483","0.211247960418969","0.0321990631085847","0.00410547923574925","0.0142770672140639","0.00336859834728144","0.161100584241276","0.00650034212326965","0.0119611558503079","0.218393073319648","0.466182430654245","18.6062014973847"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000006","East of England","E10000012","Essex","881","Secondary",79.4285714285714,"83836","9894140","10007528","113388","898910","558623","340287","352643","10906438","4717859","4851545","9569404","324736","396491","41462","358","25","852","0","28638","51336","558","700","38203","32746","0","13826","48763","1018","17035","33100","27907","276294","2986","82","96115","91.7579873465562","8.24201265344377","5.12195640776576","3.12005624567801","3.63538489835086","0.380160782099527","0.303490470490916","2.5333110590277","0.255876391540483","0.0273783246189086","0.0032824649074244","0.000229222409736341","0.0078118997238145","0.262578854801173","0.00511624418531513","0.00641822747261755","0.350279348766297","0.470694465048992","22.8326758395074"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E06000064","Westmorland and Furness","943","Secondary",19.9,"12479.8142857143","1569129","1595882","26753","133062","99334","33728","33655","1728944","766818","770968","1537786","31343","76320","9031","527","6","0","0","3751","5472","160","106","3961","9367","0","4741","11936","508","201","7254","2312","23698","464","20","14132","92.3038571521113","7.69614284788865","5.74535670328247","1.95078614460619","4.41425517541343","0.522341961335937","0.419562461248022","1.37066324878076","0.133723243783489","0.0268371907939181","0.0304810335094717","0.000347032639576528","0","0.216953238508593","0.00925420372204074","0.00613090996585199","0.229099380893771","0.316493767293793","22.5627623346797"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000007","London","E09000031","Waltham Forest","320","Secondary",16.9230769230769,"15347.9538461538","1762188","1785964","23776","135688","77061","58627","65898","1921652","831082","871203","1702285","59903","57872","6911","58","21","3","0","4147","6736","94","157","1062","4660","0","1455","14361","2063","1237","5350","5995","45822","1460","18","16853","92.9389920755683","7.06100792443169","4.01014335582093","3.05086456861076","3.01157545695058","0.359638477726456","0.2784062879231","2.38451082714248","0.311971158149342","0.0759762953958365","0.00301823639243734","0.00109280972829628","0.000156115675470897","0.21580390205927","0.0048916244980881","0.00817005368297694","0.0552649491166975","0.350531729990654","21.5793838106781"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000002","North West","E08000011","Knowsley","340","Secondary",5.91428571428571,"5974.24285714286","712936","718947","6011","85693","28052","57641","46806","804640","316370","352160","668530","44406","18443","1852","11","1","0","0","2860","4100","41","74","670","2707","2","428","2398","254","222","5516","2400","49669","56","6","5980","89.3501441638497","10.6498558361503","3.48627957844502","7.16357625770531","2.29208093060251","0.230165042752038","0.685523961026049","6.17282262875323","0.298270033803937","0.00695963412209187","0.00136707098826805","0.00012427918075164","0","0.355438456949692","0.00509544641081726","0.0091966593756214","0.0832670511035991","0.509544641081726","31.8392325504466"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000005","West Midlands","E06000021","Stoke-on-Trent","861","Secondary",14.8285714285714,"15182.6428571429","1863039","1878240","15201","174735","85067","89668","69419","2052975","878093","919615","1797708","65331","54966","3885","14","3","1","0","13687","10541","51","108","1811","4616","0","520","9494","78","493","9296","4088","75157","1127","16","15778","91.4886932378621","8.51130676213787","4.14359648802348","4.36771027411439","2.67738282248931","0.189237569868118","0.452806293306056","3.6608823780124","0.19912565910447","0.0548959436914721","0.00068193718871394","0.000146129397581558","4.87097991938528e-05","0.666691021566264","0.00248419975888649","0.00526065831293611","0.0882134463400675","0.513449993302403","25.6112508870395"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000030","Swindon","866","Secondary",13.4285714285714,"13451.1857142857","1566410","1578913","12503","144324","95925","48399","39854","1723237","785932","744030","1529962","36448","69379","6311","45","1","0","2","7778","7234","73","175","4927","4079","3","1001","7036","54","330","3850","3406","38606","2537","14","14344","91.6248316395249","8.37516836047508","5.56655874960902","2.80860961086606","4.02608579086916","0.366229369494736","0.223416744185507","2.24031865611056","0.197651280700217","0.147222929869774","0.002611364542428","5.80303231650667e-05","0","0.451359853577889","0.00423621359104987","0.0101553065538867","0.285915402234284","0.419791357776092","24.9896337249482"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000017","Doncaster","371","Secondary",19.6428571428571,"17848.7714285714","2210744","2234551","23807","190314","101553","88761","60816","2424865","1059339","1096383","2155722","55022","70674","5388","39","2","337","24","13936","7151","125","235","3642","9845","0","759","9948","1781","1474","16316","5794","65851","800","21","19397","92.1515630767074","7.84843692329264","4.18798572291653","3.6604512003761","2.91455400609931","0.222197936792357","0.672862200576114","2.71565633550734","0.238941136929272","0.032991527363379","0.00160833695896473","8.24788184084475e-05","0.0138976809018234","0.574712406670062","0.00515492615052797","0.00969126116299258","0.150193928321783","0.294903015219404","24.3052516411379"
"202425","202425","Autumn term","Local authority","E92000001","England","E12000009","South West","E06000024","North Somerset","802","Secondary",10.8857142857143,"12643.0285714286","1529852","1544084","14232","149280","107495","41785","49370","1693364","733937","753202","1487139","42713","80362","8765","10","8","31","0","4044","8556","40","146","5533","5337","0","3898","4564","188","245","4881","6657","28896","1351","11","14105","91.1844116208919","8.8155883791081","6.34801495720944","2.46757342189866","4.74570145580041","0.517608736219738","0.288242811350661","1.70642578913925","0.39312280171304","0.0797820196957063","0.000590540486274658","0.000472432389019726","0.00183067550745144","0.238814572649472","0.00236216194509863","0.00862189109961001","0.326746051055768","0.505266440056597","24.6601941747573"
