"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","attendance_date","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc"
2022,"Week 37","Regional","E92000001","England","E12000005","West Midlands","","","z",2022-09-12,"Secondary",259,225175,414700,416902,2202,23880,12940,10940,9236,440782,201841,203979,405820,8880,8768,1024,13,0,20,136,371,2564,1235,2296,33,25,897,12,2117,356,7041,1426,44,415,398633,"94.5823559038255","5.41764409617453","2.93569156635253","2.481952529822","1.98919193614984","0.232314386703631","0.480282770167566","1.59738827810573","0.0807655485024343","0.323515933046268","0.00294930373744844","0","0.0045373903653053","0.030854254484076","0.0841685912764133","0.581693444832139","0.00998225880367166"
2022,"Week 37","Regional","E92000001","England","E12000008","South East","","","z",2022-09-12,"Secondary",347,348972,636106,639648,3542,41004,26612,14392,17542,680652,307882,311398,619280,16826,19093,2140,9,4,70,85,581,4569,1906,2866,30,45,1504,57,1485,716,10557,1634,59,543,603889,"93.975776167557","6.02422383244301","3.90978062210939","2.11444321033362","2.80510451743328","0.314404423993465","0.218173163378643","1.55101285238272","0.105193255878187","0.240063938694076","0.0013222615962342","0.000587671820548533","0.0102842568595993","0.0124880261866563","0.0853593319346744","0.671268137021562","0.00866815935309086"
2022,"Week 37","Regional","E92000001","England","E12000007","London","","","z",2022-09-12,"Secondary",260,244875,447480,451041,3561,27087,14406,12681,11335,478128,217128,219503,436631,10849,9789,1489,8,0,7,51,292,2653,1718,1392,29,169,1645,0,2240,486,7931,2024,117,503,563754,"94.3347806445136","5.6652193554864","3.01300070274069","2.65221865274571","2.04735970284108","0.311422882575377","0.46849379245725","1.65876083391895","0.101646421042064","0.423317605327444","0.00167319211591875","0","0.00146404310142891","0.010666599738982","0.0610715122310344","0.554872335441555","0.0244704346953117"
2022,"Week 37","National","E92000001","England","","","","","z",2022-09-12,"Secondary",2218,2085197,3815986,3837166,21180,240398,138078,102320,95355,4077564,1863146,1861628,3724774,91212,96941,11530,70,15,214,747,4566,23689,11751,17402,196,494,8356,383,17233,4143,69395,11549,304,3401,3532072,"94.1043721202169","5.89562787978313","3.386286518127","2.50934136165613","2.37742436415468","0.28276686766903","0.422629785823104","1.7018739620028","0.101604781678473","0.283232832151745","0.00171671125211033","0.000367866696880785","0.00524823154216586","0.0183197615046631","0.111978622530511","0.580959612160594","0.00745543172345057"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E10000008","Devon","878",2022-09-13,"Secondary",29,27491,50135,50322,187,3944,2585,1359,1087,54266,24391,24757,49148,987,1801,149,0,0,4,12,141,477,114,172,2,16,50,5,64,100,1039,156,1,42,40716,"92.7320974459146","7.26790255408543","4.76357203405447","2.50433052003096","3.31883684074743","0.274573397707589","0.117937566800575","1.91464268602808","0.184277448125898","0.287472819076401","0","0","0.00737109792503594","0.0221132937751078","0.259831201857517","0.879003427560535","0.00184277448125898"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E10000003","Cambridgeshire","873",2022-09-13,"Secondary",28,27167,50576,50745,169,3148,2216,932,978,53893,27941,21707,49648,928,1509,182,0,0,24,8,59,434,155,64,2,0,1,11,54,50,654,174,0,34,35670,"94.1587961330785","5.84120386692149","4.11185126083165","1.72935260608984","2.79999257788581","0.337706195609819","0.100198541554562","1.21351566993858","0.092776427365335","0.322861967231366","0","0","0.0445326851353608","0.0148442283784536","0.109476184291095","0.805299389531108","0"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000012","North East Lincolnshire","812",2022-09-13,"Secondary",8,7988,14707,14731,24,1043,597,446,365,15774,7026,7328,14354,353,446,61,0,0,0,0,35,55,24,118,0,0,0,0,80,12,325,29,0,10,9232,"93.3878534296944","6.61214657030557","3.78470901483454","2.82743755547103","2.82743755547103","0.386712311398504","0.507163687080005","2.06035247876252","0.0760745530620008","0.183846836566502","0","0","0","0","0.221884113097502","0.348675034867504","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000010","Enfield","308",2022-09-13,"Secondary",17,16405,28676,28852,176,1703,917,786,838,30555,13651,14227,27878,798,615,100,0,0,0,2,7,193,160,48,3,0,13,0,207,40,463,76,0,21,24789,"94.4264441171658","5.57355588283423","3.00114547537228","2.57241040746195","2.01276386843397","0.327278677794142","0.677466863033873","1.51530027818688","0.130911471117657","0.248731795123548","0","0","0","0.00654557355588283","0.0229095074455899","0.631647848142693","0"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000036","Wakefield","384",2022-09-13,"Secondary",16,17350,32118,32372,254,1930,1085,845,605,34302,15588,15941,31529,589,784,76,0,0,0,2,48,175,254,144,0,0,0,0,230,16,557,42,0,18,20827,"94.3735059180223","5.62649408197773","3.16308086992012","2.46341321205761","2.28558101568422","0.221561424989797","0.67051483878491","1.62381202262259","0.0466445105241677","0.12244184012594","0","0","0","0.00583056381552096","0.139933531572503","0.510174333858084","0"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000023","Bristol, City of","801",2022-09-13,"Secondary",18,18768,33211,33784,573,2739,1653,1086,1181,36523,15736,16388,32124,1087,1227,118,0,0,0,8,52,240,83,551,4,6,480,0,159,94,757,76,8,22,24218,"92.5006160501602","7.49938394983983","4.52591517673795","2.97346877310188","3.35952687347699","0.323084084001862","0.435342113188949","2.0726665388933","0.257372066916737","0.208088054102894","0","0","0","0.0219040056950415","0.14237603701777","0.657120170851244","0.0219040056950415"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000010","Kingston upon Hull, City of","810",2022-09-13,"Secondary",11,13117,23768,23837,69,1745,796,949,479,25582,13823,9481,23304,464,505,92,0,0,0,0,25,174,66,461,2,1,0,0,176,15,718,40,0,13,16135,"93.1787975920569","6.82120240794309","3.11156281760613","3.70963959033696","1.97404424986319","0.359627863341412","0.687983738566179","2.80666093346885","0.0586349777187085","0.156359940583223","0","0","0","0","0.0977249628645141","0.680165741537018","0"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E10000027","Somerset","933",2022-09-13,"Secondary",14,8876,16153,16217,64,1278,930,348,279,17495,7956,7940,15896,257,666,54,0,0,0,2,42,150,33,28,0,0,31,0,33,22,192,101,16,37,31042,"92.6950557302086","7.30494426979137","5.31580451557588","1.98913975421549","3.8068019434124","0.308659617033438","0.188625321520434","1.09745641611889","0.125750214346956","0.577307802229208","0","0","0","0.0114318376679051","0.240068591026007","0.857387825092884","0.0914547013432409"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000002","Barking and Dagenham","301",2022-09-13,"Secondary",6,7047,13007,13117,110,781,413,368,370,13898,6198,6468,12666,341,308,36,0,0,0,0,2,67,30,69,2,1,77,0,108,29,178,53,0,13,19787,"94.380486400921","5.619513599079","2.97165059720823","2.64786300187077","2.21614620808749","0.259030076269967","0.777090228809901","1.28075982155706","0.208663116995251","0.381349834508562","0","0","0","0","0.0143905597927759","0.482083753057994","0"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000018","Rotherham","372",2022-09-13,"Secondary",10,11220,20536,20713,177,1598,785,813,556,22311,9844,10146,19990,546,566,45,0,0,0,0,46,128,75,66,0,3,99,0,169,10,623,11,0,16,19038,"92.8376137331361","7.16238626686388","3.51844381695128","3.6439424499126","2.53686522343239","0.201694231544978","0.75747389180225","2.79234458338936","0.0448209403433284","0.0493030343776612","0","0","0","0","0.206176325579311","0.573708036394604","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E06000006","Halton","876",2022-09-13,"Secondary",4,3607,6750,6763,13,352,196,156,168,7115,3247,3335,6582,168,135,17,0,0,0,8,12,24,11,54,0,2,0,0,22,0,131,3,0,8,7752,"95.0527055516514","4.94729444834856","2.75474349964863","2.19255094869993","1.89739985945186","0.238931834153197","0.309205903021785","1.84118060435699","0","0.0421644413211525","0","0","0","0.11243851018974","0.16865776528461","0.33731553056922","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000015","Harrow","310",2022-09-13,"Secondary",5,5849,10800,10814,14,751,503,248,369,11565,5102,5343,10445,355,340,55,0,0,0,0,14,93,10,16,4,0,0,0,59,14,139,36,1,13,16146,"93.5062689148292","6.49373108517077","4.3493298746217","2.14440121054907","2.93990488543018","0.475572849113705","0.510159965412884","1.20190229139645","0.121054907047125","0.311284046692607","0","0","0","0","0.121054907047125","0.804150453955901","0.00864677907479464"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000053","Isles of Scilly","420",2022-09-13,"Secondary",1,249,473,473,0,23,17,6,0,496,236,237,473,0,14,2,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,2,0,1,263,"95.3629032258064","4.63709677419355","3.42741935483871","1.20967741935484","2.82258064516129","0.403225806451613","0.806451612903226","0","0","0.403225806451613","0","0","0","0","0","0.201612903225806","0"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E10000012","Essex","881",2022-09-13,"Secondary",41,40107,73700,73929,229,4899,3205,1694,1901,78828,35589,36259,71848,1852,2430,250,0,0,6,12,150,352,113,643,4,38,74,0,146,49,1298,201,5,81,93417,"93.7852032272797","6.21479677272035","4.06581417770335","2.148982595017","3.08266098340691","0.31714619170853","0.185213375957782","1.64662302735069","0.0621606535748719","0.254985538133658","0","0","0.00761150860100472","0.0152230172020094","0.190287715025118","0.44654183792561","0.0063429238341706"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000034","Kirklees","382",2022-09-13,"Secondary",24,23965,43962,44584,622,2369,1344,1025,950,46953,21335,21690,43025,937,1030,127,0,0,2,11,53,121,80,212,2,4,533,3,134,13,752,126,0,27,28162,"94.9545289970822","5.04547100291781","2.8624369049901","2.18303409792771","2.19368304474687","0.270483249206653","0.285391774753477","1.6016016016016","0.0276872617298149","0.268353459842822","0","0","0.00425957872766383","0.0234276830021511","0.112878836283092","0.257704513023662","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000037","West Berkshire","869",2022-09-13,"Secondary",8,8835,16376,16426,50,1006,763,243,334,17432,7955,8099,16054,322,536,61,0,0,0,2,16,138,48,72,0,1,0,1,18,12,198,15,10,10,12418,"94.229004130335","5.77099586966498","4.37700780174392","1.39398806792106","3.07480495640202","0.349931161083066","0.10325837540156","1.13584212941716","0.0688389169343736","0.086048646167967","0","0","0","0.0114731528223956","0.0917852225791648","0.791647544745296","0.057365764111978"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E10000017","Lancashire","888",2022-09-13,"Secondary",58,48956,88185,88708,523,5329,3598,1731,1834,94037,42852,43606,86458,1727,2588,284,2,0,0,18,220,486,249,615,3,56,211,4,469,107,897,258,0,81,67648,"94.3330816593468","5.66691834065315","3.82615353531057","1.84076480534258","2.75210821272478","0.302008783776599","0.49873985771558","0.95387985580144","0.113784999521465","0.274360092304093","0.00212682242096196","0","0","0.0191414017886577","0.233950466305816","0.516817848293757","0"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000019","Sheffield","373",2022-09-13,"Secondary",16,17878,32859,33006,147,2329,855,1474,693,35335,15900,16277,32177,682,562,94,0,0,0,4,72,123,82,108,0,12,53,0,277,11,1026,160,0,30,34760,"93.4088014716287","6.5911985283713","2.41969718409509","4.17150134427621","1.59049101457478","0.266025187491156","0.783925286543088","2.90363662091411","0.0311306070468374","0.452808829772181","0","0","0","0.0113202207443045","0.203763973397481","0.348096787887364","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000030","Tower Hamlets","211",2022-09-13,"Secondary",11,8932,16518,16643,125,804,506,298,478,17447,7825,8216,16041,477,387,30,0,0,0,4,6,75,125,44,0,0,0,0,60,1,180,57,4,18,19256,"95.3917578953402","4.60824210465983","2.90021207084312","1.7080300338167","2.2181463861982","0.171949332263426","0.343898664526853","1.03169599358056","0.00573164440878088","0.32670373130051","0","0","0","0.0229265776351235","0.0343898664526853","0.429873330658566","0.0229265776351235"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000025","South Gloucestershire","803",2022-09-13,"Secondary",15,13648,25063,25168,105,1577,963,614,676,26745,12088,12356,24444,619,698,68,0,0,2,1,40,152,86,229,0,2,17,0,70,57,450,37,2,17,16585,"94.1035707608899","5.89642923911011","3.60067302299495","2.29575621611516","2.60983361375958","0.254253131426435","0.261731164703683","1.68255748738082","0.21312394840157","0.13834361562909","0","0","0.00747803327724808","0.00373901663862404","0.149560665544962","0.568330529070854","0.00747803327724808"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E08000022","North Tyneside","392",2022-09-13,"Secondary",12,10087,18580,18610,30,847,526,321,436,19457,8965,9181,18146,434,383,41,0,0,0,4,22,76,17,252,5,8,0,0,90,2,214,15,0,16,13949,"95.6468109163797","4.35318908362029","2.7033972349283","1.64979184869199","1.9684432337976","0.210721077247263","0.46255846225009","1.09986123246132","0.0102790769388909","0.0770930770416817","0","0","0","0.0205581538777818","0.1130698463278","0.390604923677854","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000012","Liverpool","341",2022-09-13,"Secondary",19,16490,29655,29766,111,2342,1101,1241,1331,32108,13497,14846,28343,1312,684,84,0,0,0,0,97,236,108,330,0,3,0,0,182,19,1005,35,0,32,32366,"92.7058676965242","7.29413230347577","3.42905194966986","3.86508035380591","2.13031020306466","0.261617042481625","0.566836925376853","3.13006104397658","0.0591752834184627","0.10900710103401","0","0","0","0","0.302105394294257","0.735019309829326","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000022","Lambeth","208",2022-09-13,"Secondary",7,4455,8178,8243,65,470,246,224,159,8713,3956,4070,8026,152,161,21,0,0,0,2,14,48,50,29,15,0,0,0,30,7,104,83,0,19,15338,"94.6057615057959","5.39423849420406","2.82336738207277","2.5708711121313","1.84781361184437","0.241019166762309","0.344313095374727","1.19361873063239","0.0803397222541031","0.952599563870079","0","0","0","0.0229542063583152","0.160679444508206","0.550900952599564","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000011","Knowsley","340",2022-09-13,"Secondary",5,4715,8421,8453,32,721,307,414,344,9174,3925,4153,8078,343,223,9,0,0,0,0,13,62,31,161,1,0,0,0,88,1,306,19,0,6,5723,"92.1408327883148","7.8591672116852","3.34641377806845","4.51275343361674","2.43078264660998","0.0981033355134075","0.959232613908873","3.33551340745585","0.0109003706126008","0.207107041639416","0","0","0","0","0.141704817963811","0.675822977981251","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000020","Kensington and Chelsea","207",2022-09-13,"Secondary",6,5220,9575,9593,18,633,406,227,212,10226,4617,4756,9373,202,234,55,0,0,0,0,11,48,18,14,0,0,0,0,8,10,196,13,58,6,6192,"93.809896342656","6.19010365734403","3.9702718560532","2.21983180129083","2.28828476432623","0.537844709563857","0.0782319577547428","1.9166829649912","0.0977899471934285","0.127126931351457","0","0","0","0","0.107568941912771","0.469391746528457","0.567181693721885"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000057","Northumberland","929",2022-09-13,"Secondary",21,14400,26482,26777,295,1440,963,477,318,28217,13060,13111,26171,311,606,99,0,0,0,20,41,171,125,54,0,2,168,0,118,7,336,16,26,60,44164,"94.8966934826523","5.1033065173477","3.41283623347627","1.69047028387143","2.14764149271716","0.350852323067654","0.41818761739377","1.19077152071446","0.0248077400148846","0.0567034057483078","0","0","0","0.0708792571853847","0.145302477230039","0.606017648935039","0.0921430343410001"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000014","Haringey","309",2022-09-13,"Secondary",4,4893,8768,8963,195,681,308,373,264,9644,4141,4363,8504,264,201,34,0,0,0,2,5,46,18,46,0,13,164,0,46,0,173,154,20,12,15580,"92.9386146827043","7.06138531729573","3.19369556200747","3.86768975528826","2.08419742845292","0.352550808793032","0.476980506014102","1.79386146827043","0","1.59684778100373","0","0","0","0.0207382828701783","0.0518457071754459","0.476980506014102","0.207382828701784"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E06000005","Darlington","841",2022-09-13,"Secondary",5,3312,6004,6042,38,479,316,163,106,6521,2927,2978,5905,99,196,16,0,0,0,6,44,54,36,25,2,0,0,0,62,7,94,0,0,8,6722,"92.6545008434289","7.34549915657108","4.84588253335378","2.4996166232173","3.00567397638399","0.245361140929305","0.950774421101058","1.44149670295967","0.107345499156571","0","0","0","0","0.0920104278484895","0.67474313755559","0.828093850636406","0"
2022,"Week 37","Local authority","E92000001","England","E12000001","North East","E08000023","South Tyneside","393",2022-09-13,"Secondary",3,2898,5405,5444,39,313,241,72,84,5757,2647,2674,5321,84,172,16,0,0,0,10,3,40,35,10,0,0,4,0,20,0,35,17,0,8,9066,"94.5631405245788","5.43685947542123","4.18620809449366","1.25065138092757","2.98766718777141","0.277922529095015","0.347403161368768","0.607955532395345","0","0.295292687163453","0","0","0","0.173701580684384","0.0521104742053153","0.694806322737537","0"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E06000015","Derby","831",2022-09-13,"Secondary",8,9304,17201,17240,39,1133,659,474,450,18373,8264,8508,16772,429,482,66,0,0,0,12,8,89,37,78,2,0,0,0,135,21,274,44,2,16,18408,"93.8333424046155","6.16665759538453","3.58678495618571","2.57987263919882","2.62341479344691","0.359222772546672","0.734773852936374","1.49131878299679","0.114298154901214","0.239481848364448","0","0","0","0.0653132313721221","0.0435421542480814","0.484406466009906","0.0108855385620204"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000021","Kingston upon Thames","314",2022-09-13,"Secondary",6,5049,8734,8842,108,457,315,142,186,9299,4723,3838,8561,173,254,37,0,0,0,0,4,20,15,38,1,10,78,4,12,13,96,21,0,11,12286,"95.0854930637703","4.9145069362297","3.38746101731369","1.52704591891601","2.73147650284977","0.397892246478116","0.129046133992902","1.03236907194322","0.139799978492311","0.225830734487579","0","0","0","0","0.0430153779976342","0.215076889988171","0"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E10000028","Staffordshire","860",2022-09-13,"Secondary",40,28498,53459,53572,113,2702,1815,887,891,56274,26187,26458,52645,814,1286,159,0,0,4,22,54,286,102,165,1,4,2,4,167,77,521,122,4,69,54935,"95.1984930873938","4.80150691260618","3.22529054270178","1.5762163699044","2.28524718342396","0.282546113658173","0.296762270320219","0.925827202615773","0.136830507872197","0.216796389096208","0","0","0.00710807833102321","0.0390944308206276","0.0959590574688133","0.508227600668159","0.00710807833102321"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E10000006","Cumbria","909",2022-09-13,"Secondary",25,19480,36268,36496,228,1959,1296,663,566,38455,17766,17954,35720,548,922,127,8,0,6,12,30,185,129,88,0,6,93,0,157,18,410,78,6,39,30988,"94.9057339747757","5.09426602522429","3.370172929398","1.72409309582629","2.39760759329086","0.330256143544403","0.408269405798986","1.06618125081264","0.04680795735275","0.202834481861917","0.0208035366012222","0","0.0156026524509167","0.0312053049018333","0.0780132622545833","0.481081783903264","0.0156026524509167"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000006","Salford","355",2022-09-13,"Secondary",12,10533,19227,19343,116,1426,634,792,754,20769,8959,9553,18512,715,366,56,0,0,4,0,63,145,112,76,2,2,0,0,121,39,583,49,0,15,12587,"93.1339977851606","6.86600221483942","3.05262651066493","3.81337570417449","1.7622418026867","0.269632625547691","0.582599065915547","2.807068226684","0.187779864220714","0.23592854735423","0","0","0.0192594732534065","0","0.303336703741153","0.698155905435986","0"
2022,"Week 37","Local authority","E92000001","England","E12000006","East of England","E10000015","Hertfordshire","919",2022-09-13,"Secondary",53,50507,93113,93398,285,5025,3607,1418,2052,98423,45243,45875,91118,1995,2671,393,5,1,2,4,65,466,144,172,4,42,93,2,134,57,893,334,0,82,91871,"94.8944860449285","5.10551395507148","3.66479379819758","1.4407201568739","2.71379657193949","0.399296912307083","0.136147038801906","0.907308251120165","0.0579132926246914","0.339351574327139","0.00508011338813082","0.00101602267762616","0.00203204535525233","0.00406409071050466","0.0660414740457007","0.473466567773793","0"
2022,"Week 37","Local authority","E92000001","England","E12000004","East Midlands","E10000007","Derbyshire","830",2022-09-13,"Secondary",27,22226,41039,41312,273,2767,1823,944,720,44079,21497,18858,40355,684,1242,140,0,0,6,18,63,344,158,90,0,5,110,0,128,36,608,172,10,44,44908,"93.7226343610336","6.2773656389664","4.13575625581343","2.14160938315297","2.81766827741101","0.317611561060823","0.290387712969895","1.379341636607","0.0816715442727829","0.390208489303296","0","0","0.0136119240454638","0.0408357721363915","0.14292520247737","0.780416978606593","0.022686540075773"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000028","Southwark","210",2022-09-13,"Secondary",5,3681,6774,6875,101,394,253,141,134,7269,3283,3362,6645,129,176,29,0,0,0,0,13,35,72,32,0,2,27,0,10,5,54,72,0,20,19175,"94.5797221075801","5.42027789241987","3.48053377355895","1.93974411886092","2.42124088595405","0.398954464162883","0.137570504883753","0.742880726372266","0.0687852524418765","0.990507635163021","0","0","0","0","0.178841656348879","0.481496767093135","0"
2022,"Week 37","Local authority","E92000001","England","E12000009","South West","E06000058","Bournemouth, Christchurch and Poole","839",2022-09-13,"Secondary",20,16907,30953,31126,173,2269,1526,743,875,33395,15566,14534,30100,853,1162,104,0,0,2,6,58,192,100,129,4,3,64,2,82,22,591,48,2,25,24393,"93.2055696960623","6.79443030393772","4.56954633927235","2.22488396466537","3.47956280880371","0.311423865848181","0.245545740380296","1.76972600688726","0.0658781254678844","0.14373409192993","0","0","0.0059889204970804","0.0179667614912412","0.173678694415332","0.574936367719718","0.0059889204970804"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E10000031","Warwickshire","937",2022-09-13,"Secondary",24,22998,39733,40195,462,2618,1720,898,959,42813,19187,19617,38804,929,1224,148,2,0,0,20,32,294,222,146,4,2,232,2,75,30,676,117,0,37,38672,"93.8850349193002","6.11496508069979","4.017471328802","2.09749375189779","2.85894471305445","0.345689393408544","0.175180435848924","1.57895966178497","0.0700721743395698","0.273281479924322","0.00467147828930465","0","0","0.0467147828930465","0.0747436526288744","0.686707308527784","0"
2022,"Week 37","Local authority","E92000001","England","E12000005","West Midlands","E08000026","Coventry","331",2022-09-13,"Secondary",15,13183,24201,24448,247,1618,850,768,713,26066,11648,11859,23507,694,572,50,0,0,0,8,22,198,121,14,0,2,124,0,94,19,408,247,0,22,24199,"93.7926801196962","6.20731988030384","3.26095296554899","2.94636691475485","2.19442952505179","0.191820762679352","0.360623033837183","1.56525742346352","0.0728918898181539","0.947594567636001","0","0","0","0.0306913220286964","0.0844011355789151","0.759610220210235","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000007","Stockport","356",2022-09-13,"Secondary",7,9433,14859,14885,26,954,526,428,608,15839,6992,7285,14277,582,337,67,0,0,0,6,29,87,24,72,1,1,0,0,38,26,334,30,0,14,15907,"93.9768924805859","6.0231075194141","3.32091672454069","2.70219079487341","2.12765957446809","0.423006502935791","0.239914135993434","2.10871898478439","0.164151777258665","0.189405896836922","0","0","0","0.0378811793673843","0.183092366942357","0.549277100827072","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000002","Bury","351",2022-09-13,"Secondary",10,9709,17986,18055,69,1092,704,388,781,19147,8414,8836,17250,736,546,48,0,0,0,2,22,86,61,91,0,8,0,0,66,45,241,36,0,13,11322,"94.2967566720635","5.70324332793649","3.67681621141693","2.02642711651956","2.85162166396825","0.250692014414791","0.344701519820337","1.25868282237426","0.235023763513866","0.188019010811093","0","0","0","0.0104455006006163","0.114900506606779","0.4491565258265","0"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000004","Bexley","303",2022-09-13,"Secondary",9,9320,17052,17462,410,1013,623,390,674,18475,8033,8373,16406,646,417,57,2,0,0,0,32,114,406,64,2,0,2,0,39,28,293,30,1,16,20561,"94.5169147496617","5.48308525033829","3.37212449255751","2.11096075778078","2.25710419485792","0.308525033829499","0.211096075778079","1.58592692828146","0.151556156968877","0.162381596752368","0.0108254397834912","0","0","0","0.173207036535859","0.617050067658999","0.0054127198917456"
2022,"Week 37","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000017","Doncaster","371",2022-09-13,"Secondary",14,13101,23607,23732,125,1878,860,1018,646,25610,11278,11703,22981,626,569,51,1,0,2,4,132,101,120,249,0,0,5,0,192,20,713,93,0,20,18753,"92.6669269816478","7.33307301835221","3.35806325654041","3.97500976181179","2.22178836392034","0.19914096056228","0.749707145646232","2.78406872315502","0.0780944943381492","0.363139398672394","0.00390472471690746","0","0.00780944943381492","0.0156188988676298","0.515423662631784","0.394377196407653","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000008","Tameside","357",2022-09-13,"Secondary",12,12102,20744,20880,136,1080,577,503,377,21960,10058,10339,20397,347,383,35,0,0,0,4,45,108,61,106,0,2,73,0,72,30,392,9,2,16,14567,"95.0819672131148","4.91803278688525","2.62750455373406","2.29052823315118","1.74408014571949","0.159380692167577","0.327868852459016","1.78506375227687","0.136612021857924","0.040983606557377","0","0","0","0.0182149362477231","0.204918032786885","0.491803278688525","0.00910746812386157"
2022,"Week 37","Local authority","E92000001","England","E12000007","London","E09000031","Waltham Forest","320",2022-09-13,"Secondary",12,10777,19672,19702,30,1464,754,710,490,21166,9483,9728,19211,461,547,63,0,0,0,0,9,135,26,41,0,0,4,0,140,29,426,115,0,17,16556,"93.083246716432","6.91675328356799","3.56231692336767","3.35443636020032","2.58433336483039","0.297647169989606","0.661438155532458","2.01266181612019","0.137012189360295","0.543324199187376","0","0","0","0","0.0425210242842294","0.637815364263441","0"
2022,"Week 37","Local authority","E92000001","England","E12000008","South East","E06000042","Milton Keynes","826",2022-09-13,"Secondary",8,10458,18924,18959,35,1469,803,666,506,20428,9202,9226,18428,496,606,62,0,0,0,4,26,105,13,174,0,2,20,0,47,10,479,130,0,14,21590,"92.8088897591541","7.1911102408459","3.93087918543176","3.26023105541414","2.96651654591737","0.303504993146661","0.230076365772469","2.34482083414921","0.0489524182494615","0.636381437243","0","0","0","0.0195809672997846","0.1272762874486","0.514000391619346","0"
2022,"Week 37","Local authority","E92000001","England","E12000002","North West","E08000005","Rochdale","354",2022-09-13,"Secondary",9,9900,18281,18334,53,1285,615,670,531,19619,9999,7806,17805,476,437,71,0,0,0,2,56,49,52,45,0,1,0,0,134,55,429,52,0,13,11337,"93.4502268209389","6.54977317906111","3.1347163463989","3.41505683266222","2.2274325908558","0.36189408226719","0.683011366532443","2.18665579285387","0.280340486263316","0.26504918701259","0","0","0","0.0101941995004842","0.285437586013558","0.249757887761864","0"
