"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","new_la_code","la_name","old_la_code","attendance_date","school_type","num_schools","enrolments","present_sessions","overall_attendance","approved_educational_activity","overall_absence","authorised_absence","unauthorised_absence","late_sessions","possible_sessions","reason_present_am","reason_present_pm","reason_present","reason_l_present_late_before_registers_closed","reason_i_authorised_illness","reason_m_authorised_medical_dental","reason_r_authorised_religious_observance","reason_s_authorised_study_leave","reason_t_authorised_grt_absence","reason_h_authorised_holiday","reason_e_authorised_excluded","reason_c_authorised_other","reason_b_aea_education_off_site","reason_d_aea_dual_registration","reason_j_aea_interview","reason_p_aea_approved_sporting_activity","reason_v_aea_educational_visit_trip","reason_w_aea_work_experience","reason_g_unauthorised_holiday","reason_u_unauthorised_late_after_registers_closed","reason_o_other_unauthorised","reason_n_no_reason_yet","reason_x_not_attending_covid_non_compulsory","total_num_schools","total_enrolments","attendance_perc","overall_absence_perc","authorised_absence_perc","unauthorised_absence_perc","illness_perc","appointments_perc","unauth_hol_perc","unauth_oth_perc","unauth_late_registers_closed_perc","unauth_not_yet_perc","auth_religious_perc","auth_study_perc","auth_grt_perc","auth_holiday_perc","auth_excluded_perc","auth_other_perc","covid_non_compulsory_perc"
2022,"Week 38","Regional","E92000001","England","E12000006","East of England","","","z",2022-09-22,"Special",60,7935,13716,13867,151,1760,1423,337,82,15627,6866,6787,13653,63,817,153,0,0,0,54,28,351,131,8,0,4,6,10,68,19,221,29,20,110,14517,"88.7374416074742","11.2625583925258","9.10603442759327","2.15652396493249","5.22813079925769","0.97907467844116","0.435144301529404","1.41421897997056","0.121584437192039","0.185576246240481","0","0","0","0.345555768861586","0.179177065335637","2.24611249760031","0.127983618096884"
2022,"Week 38","National","E92000001","England","","","","","z",2022-09-22,"Special",610,77134,131663,133836,2173,17439,13583,3856,1120,151275,65944,64832,130776,887,8019,1358,2,0,6,491,234,3335,1717,159,1,31,389,35,530,233,2788,305,138,1072,144922,"88.4719881011403","11.5280118988597","8.97901173359775","2.54900016526194","5.300941993059","0.897702859031565","0.350355313171377","1.84300115683358","0.154024128243266","0.201619567013717","0.00132209552140142","0","0.00396628656420426","0.324574450504049","0.154685176003966","2.20459428193687","0.0912245909766981"
2022,"Week 38","Local authority","E92000001","England","E12000005","West Midlands","E10000034","Worcestershire","885",2022-09-23,"Special",6,807,1349,1357,8,247,218,29,16,1604,666,670,1336,13,118,14,2,0,0,8,9,67,8,2,0,0,0,0,10,3,14,2,0,10,1755,"84.6009975062344","15.3990024937656","13.5910224438903","1.80798004987531","7.35660847880299","0.872817955112219","0.623441396508728","0.872817955112219","0.187032418952618","0.124688279301746","0.124688279301746","0","0","0.498753117206983","0.561097256857855","4.17705735660848","0"
2022,"Week 38","Local authority","E92000001","England","E12000006","East of England","E10000012","Essex","881",2022-09-23,"Special",11,1831,3067,3084,17,438,388,50,14,3522,1549,1505,3054,13,244,50,0,0,0,16,2,73,17,0,0,0,0,0,6,1,30,13,3,21,3397,"87.5638841567291","12.4361158432709","11.0164679159568","1.41964792731403","6.92788188529245","1.41964792731403","0.170357751277683","0.851788756388416","0.0283929585462805","0.369108461101647","0","0","0","0.454287336740488","0.056785917092561","2.07268597387848","0.0851788756388416"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000013","Hammersmith and Fulham","205",2022-09-23,"Special",2,324,561,567,6,81,44,37,14,648,267,280,547,14,24,6,0,0,0,0,0,14,0,0,0,0,6,0,0,0,11,26,0,5,603,"87.5","12.5","6.79012345679012","5.70987654320988","3.7037037037037","0.925925925925926","0","1.69753086419753","0","4.01234567901235","0","0","0","0","0","2.16049382716049","0"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E08000012","Liverpool","341",2022-09-23,"Special",9,1221,2094,2113,19,291,192,99,4,2404,1043,1047,2090,4,108,12,0,0,0,0,6,66,18,0,1,0,0,0,10,0,83,6,0,14,1727,"87.8951747088186","12.1048252911814","7.98668885191348","4.11813643926789","4.49251247920133","0.499168053244592","0.415973377703827","3.45257903494176","0","0.249584026622296","0","0","0","0","0.249584026622296","2.74542429284526","0"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000024","Merton","315",2022-09-23,"Special",3,424,686,690,4,124,81,43,23,814,325,340,665,21,55,2,0,0,0,0,0,24,4,0,0,0,0,0,0,2,39,2,0,3,439,"84.7665847665848","15.2334152334152","9.95085995085995","5.28255528255528","6.75675675675676","0.245700245700246","0","4.79115479115479","0.245700245700246","0.245700245700246","0","0","0","0","0","2.94840294840295","0"
2022,"Week 38","Local authority","E92000001","England","E12000005","West Midlands","E08000028","Sandwell","333",2022-09-23,"Special",4,465,778,785,7,145,104,41,6,930,387,386,773,5,91,5,0,0,0,0,0,8,7,0,0,0,0,0,8,1,32,0,0,5,717,"84.4086021505376","15.5913978494624","11.1827956989247","4.40860215053763","9.78494623655914","0.537634408602151","0.860215053763441","3.44086021505376","0.10752688172043","0","0","0","0","0","0","0.860215053763441","0"
2022,"Week 38","Local authority","E92000001","England","E12000005","West Midlands","E08000026","Coventry","331",2022-09-23,"Special",8,1016,1743,1752,9,274,211,63,11,2026,866,870,1736,7,126,25,0,0,0,8,14,38,7,0,0,0,2,0,8,4,47,4,0,7,1024,"86.4758144126357","13.5241855873643","10.4146100691017","3.10957551826259","6.21915103652517","1.23395853899309","0.394866732477789","2.31984205330701","0.197433366238894","0.197433366238894","0","0","0","0.394866732477789","0.69101678183613","1.8756169792695","0"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E06000023","Bristol, City of","801",2022-09-23,"Special",4,615,1019,1026,7,187,128,59,12,1213,501,508,1009,10,71,13,0,0,0,19,0,23,7,0,0,0,0,0,10,2,33,14,2,11,1223,"84.5836768342951","15.4163231657049","10.5523495465787","4.86397361912613","5.85325638911789","1.0717230008244","0.824402308326463","2.72052761747733","0.164880461665293","1.15416323165705","0","0","0","1.56636438582028","0","1.89612530915087","0.164880461665293"
2022,"Week 38","Local authority","E92000001","England","E12000001","North East","E08000022","North Tyneside","392",2022-09-23,"Special",3,406,721,727,6,85,69,16,3,812,358,361,719,2,47,14,0,0,0,4,0,4,6,0,0,0,0,0,6,1,8,1,0,6,898,"89.5320197044335","10.4679802955665","8.49753694581281","1.97044334975369","5.78817733990148","1.72413793103448","0.738916256157635","0.985221674876847","0.123152709359606","0.123152709359606","0","0","0","0.492610837438424","0","0.492610837438424","0"
2022,"Week 38","Local authority","E92000001","England","E12000008","South East","E10000025","Oxfordshire","931",2022-09-23,"Special",6,578,960,977,17,134,117,17,9,1111,490,462,952,8,76,6,0,0,0,10,0,23,17,0,0,0,0,0,2,1,12,2,2,15,1330,"87.9387938793879","12.0612061206121","10.5310531053105","1.53015301530153","6.84068406840684","0.54005400540054","0.18001800180018","1.08010801080108","0.09000900090009","0.18001800180018","0","0","0","0.9000900090009","0","2.07020702070207","0.18001800180018"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000032","Wandsworth","212",2022-09-23,"Special",7,680,1132,1154,22,190,157,33,30,1344,539,565,1104,28,71,24,0,0,0,6,0,36,22,0,0,0,0,0,4,2,25,2,20,7,884,"85.8630952380952","14.1369047619048","11.6815476190476","2.45535714285714","5.28273809523809","1.78571428571429","0.297619047619048","1.86011904761905","0.148809523809524","0.148809523809524","0","0","0","0.446428571428571","0","2.67857142857143","1.48809523809524"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E06000049","Cheshire East","895",2022-09-23,"Special",3,292,488,498,10,86,72,14,3,584,243,242,485,3,43,7,0,0,0,2,0,18,10,0,0,0,0,0,2,0,12,0,2,7,544,"85.2739726027397","14.7260273972603","12.3287671232877","2.3972602739726","7.36301369863014","1.1986301369863","0.342465753424658","2.05479452054794","0","0","0","0","0","0.342465753424658","0","3.08219178082192","0.342465753424658"
2022,"Week 38","Local authority","E92000001","England","E12000004","East Midlands","E10000018","Leicestershire","855",2022-09-23,"Special",7,1234,2138,2144,6,285,218,67,10,2429,1078,1052,2130,8,153,23,0,0,0,4,0,38,6,2,0,0,0,0,18,2,47,0,0,8,1626,"88.2667764512145","11.7332235487855","8.97488678468506","2.75833676410045","6.29888843145327","0.946891724989708","0.741045697818032","1.93495265541375","0.0823384108686702","0","0","0","0","0.16467682173734","0","1.56442980650473","0"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E06000054","Wiltshire","865",2022-09-23,"Special",3,462,717,738,21,163,128,35,0,901,369,348,717,0,69,4,0,0,0,2,8,45,21,0,0,0,0,0,4,0,29,2,0,4,862,"81.9089900110988","18.0910099889012","14.2064372918979","3.88457269700333","7.65815760266371","0.443951165371809","0.443951165371809","3.21864594894562","0","0.221975582685905","0","0","0","0.221975582685905","0.887902330743618","4.99445061043285","0"
2022,"Week 38","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E10000023","North Yorkshire","815",2022-09-23,"Special",5,591,1020,1030,10,150,108,42,7,1180,508,505,1013,7,71,6,0,0,0,4,0,25,3,0,0,0,7,0,4,0,38,0,2,11,1170,"87.2881355932203","12.7118644067797","9.15254237288136","3.55932203389831","6.01694915254237","0.508474576271186","0.338983050847458","3.22033898305085","0","0","0","0","0","0.338983050847458","0","2.11864406779661","0.169491525423729"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E06000027","Torbay","880",2022-09-23,"Special",3,489,809,818,9,146,105,41,3,964,408,398,806,3,61,15,0,0,0,2,8,19,9,0,0,0,0,0,2,0,37,2,0,3,577,"84.8547717842324","15.1452282157676","10.8921161825726","4.25311203319502","6.32780082987552","1.55601659751037","0.20746887966805","3.83817427385892","0","0.20746887966805","0","0","0","0.20746887966805","0.829875518672199","1.97095435684647","0"
2022,"Week 38","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000036","Wakefield","384",2022-09-23,"Special",3,347,514,519,5,108,88,20,0,627,259,255,514,0,34,10,0,0,0,2,0,42,5,1,0,0,0,0,4,0,16,0,0,4,618,"82.7751196172249","17.2248803827751","14.0350877192982","3.18979266347687","5.42264752791069","1.59489633173844","0.637958532695375","2.5518341307815","0","0","0","0","0","0.318979266347687","0","6.69856459330144","0"
2022,"Week 38","Local authority","E92000001","England","E12000008","South East","E06000045","Southampton","852",2022-09-23,"Special",2,517,918,918,0,100,89,11,9,1018,452,458,910,8,62,3,0,0,0,6,0,14,0,0,0,0,0,0,2,1,6,2,4,6,820,"90.1768172888016","9.82318271119843","8.7426326129666","1.08055009823183","6.09037328094303","0.294695481335953","0.196463654223969","0.589390962671906","0.0982318271119843","0.196463654223969","0","0","0","0.589390962671906","0","1.37524557956778","0.392927308447937"
2022,"Week 38","Local authority","E92000001","England","E12000008","South East","E10000014","Hampshire","850",2022-09-23,"Special",12,1411,2347,2403,56,389,290,99,20,2792,1175,1154,2329,18,148,15,0,0,0,6,14,107,42,4,0,0,10,4,4,2,82,11,0,28,3244,"86.067335243553","13.932664756447","10.3868194842407","3.5458452722063","5.30085959885387","0.537249283667622","0.143266475644699","2.93696275071633","0.0716332378223496","0.393982808022923","0","0","0","0.214899713467049","0.501432664756447","3.8323782234957","0"
2022,"Week 38","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000012","North East Lincolnshire","812",2022-09-23,"Special",2,317,565,567,2,67,65,2,0,634,283,282,565,0,40,3,0,0,0,10,0,12,2,0,0,0,0,0,0,0,2,0,0,2,358,"89.4321766561514","10.5678233438486","10.2523659305994","0.315457413249211","6.30914826498423","0.473186119873817","0","0.315457413249211","0","0","0","0","0","1.57728706624606","0","1.89274447949527","0"
2022,"Week 38","Local authority","E92000001","England","E12000008","South East","E06000038","Reading","870",2022-09-23,"Special",2,208,382,382,0,32,23,9,8,414,186,194,380,2,16,3,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,4,330,"92.2705314009662","7.72946859903382","5.55555555555556","2.17391304347826","3.86473429951691","0.72463768115942","0","0.72463768115942","1.44927536231884","0","0","0","0","0","0","0.966183574879227","0"
2022,"Week 38","Local authority","E92000001","England","E12000001","North East","E06000004","Stockton-on-Tees","808",2022-09-23,"Special",4,553,924,931,7,173,116,57,4,1104,461,460,921,3,79,9,0,0,0,6,2,20,6,0,0,0,1,0,12,1,44,0,0,4,652,"84.3297101449275","15.6702898550725","10.5072463768116","5.16304347826087","7.15579710144928","0.815217391304348","1.08695652173913","3.98550724637681","0.0905797101449275","0","0","0","0","0.543478260869565","0.181159420289855","1.81159420289855","0"
2022,"Week 38","Local authority","E92000001","England","E12000004","East Midlands","E06000062","West Northamptonshire","941",2022-09-23,"Special",6,736,1211,1231,20,151,131,20,12,1382,596,603,1199,12,69,14,0,0,0,0,0,48,20,2,0,0,0,0,14,0,6,0,0,8,1142,"89.0738060781476","10.9261939218524","9.47901591895803","1.44717800289436","4.99276410998553","1.01302460202605","1.01302460202605","0.434153400868307","0","0","0","0","0","0","0","3.47322720694645","0"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E10000008","Devon","878",2022-09-23,"Special",5,645,1114,1127,13,151,127,24,4,1278,558,552,1110,4,98,5,0,0,0,7,1,16,13,0,0,0,0,0,2,0,22,0,0,13,1584,"88.1846635367762","11.8153364632238","9.93740219092332","1.87793427230047","7.66823161189358","0.391236306729264","0.156494522691706","1.72143974960876","0","0","0","0","0","0.54773082942097","0.0782472613458529","1.25195618153365","0"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000007","Camden","202",2022-09-23,"Special",3,280,459,460,1,92,58,34,21,552,211,230,441,18,38,6,0,0,0,0,0,12,1,0,0,0,0,0,0,3,31,0,2,5,405,"83.3333333333333","16.6666666666667","10.5072463768116","6.15942028985507","6.88405797101449","1.08695652173913","0","5.61594202898551","0.543478260869565","0","0","0","0","0","0","2.17391304347826","0.36231884057971"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E06000026","Plymouth","879",2022-09-23,"Special",7,658,1093,1113,20,197,158,39,8,1310,544,541,1085,8,94,5,0,0,0,12,10,37,17,0,0,3,0,0,4,0,31,4,0,6,621,"84.9618320610687","15.0381679389313","12.0610687022901","2.97709923664122","7.17557251908397","0.381679389312977","0.305343511450382","2.36641221374046","0","0.305343511450382","0","0","0","0.916030534351145","0.763358778625954","2.82442748091603","0"
2022,"Week 38","Local authority","E92000001","England","E12000008","South East","E06000042","Milton Keynes","826",2022-09-23,"Special",5,631,1059,1088,29,162,136,26,3,1250,528,528,1056,3,91,11,0,0,0,4,2,26,27,0,0,0,0,2,0,0,26,0,2,6,872,"87.04","12.96","10.88","2.08","7.28","0.88","0","2.08","0","0","0","0","0","0.32","0.16","2.08","0.16"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000015","Harrow","310",2022-09-23,"Special",2,190,341,341,0,39,38,1,4,380,167,171,338,3,24,6,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,4,492,"89.7368421052632","10.2631578947368","10","0.263157894736842","6.31578947368421","1.57894736842105","0","0","0.263157894736842","0","0","0","0","0","0","2.10526315789474","0"
2022,"Week 38","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E08000035","Leeds","383",2022-09-23,"Special",8,1604,2434,2524,90,386,255,131,18,2910,1313,1111,2424,10,178,23,2,0,0,3,0,39,90,0,0,0,0,0,21,8,90,12,10,9,1947,"86.7353951890034","13.2646048109966","8.76288659793814","4.50171821305842","6.11683848797251","0.790378006872852","0.721649484536082","3.09278350515464","0.274914089347079","0.412371134020619","0.0687285223367698","0","0","0.103092783505155","0","1.34020618556701","0.343642611683849"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000028","Southwark","210",2022-09-23,"Special",2,160,240,244,4,65,38,27,5,309,120,117,237,3,26,1,0,0,0,0,0,11,4,0,0,0,0,0,0,2,24,1,0,10,800,"78.9644012944984","21.0355987055016","12.2977346278317","8.7378640776699","8.41423948220065","0.323624595469256","0","7.76699029126214","0.647249190938511","0.323624595469256","0","0","0","0","0","3.55987055016181","0"
2022,"Week 38","Local authority","E92000001","England","E12000004","East Midlands","E06000061","North Northamptonshire","940",2022-09-23,"Special",4,449,802,808,6,86,51,35,4,894,397,402,799,3,33,3,0,0,4,0,0,9,5,0,0,0,1,0,6,1,25,3,2,8,1141,"90.3803131991051","9.61968680089485","5.70469798657718","3.91498881431767","3.69127516778524","0.335570469798658","0.671140939597315","2.79642058165548","0.111856823266219","0.335570469798658","0","0","0.447427293064877","0","0","1.00671140939597","0.223713646532438"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E08000006","Salford","355",2022-09-23,"Special",3,636,1006,1053,47,204,133,71,11,1257,502,498,1000,6,74,15,0,0,0,2,0,42,43,2,0,4,0,0,15,5,47,4,0,4,873,"83.7708830548926","16.2291169451074","10.5807478122514","5.64836913285601","5.88703261734288","1.19331742243437","1.19331742243437","3.73906125696102","0.397772474144789","0.318217979315831","0","0","0","0.159108989657916","0","3.34128878281623","0"
2022,"Week 38","Local authority","E92000001","England","E12000006","East of England","E06000055","Bedford","822",2022-09-23,"Special",2,292,531,531,0,53,41,12,4,584,262,265,527,4,35,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,10,0,0,3,399,"90.9246575342466","9.07534246575342","7.02054794520548","2.05479452054794","5.99315068493151","0.342465753424658","0.342465753424658","1.71232876712329","0","0","0","0","0","0","0","0.684931506849315","0"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E08000002","Bury","351",2022-09-23,"Special",2,371,641,643,2,88,80,8,8,731,314,323,637,4,56,5,0,0,0,0,2,17,2,0,0,0,0,0,2,4,2,0,0,3,474,"87.9616963064295","12.0383036935705","10.9439124487004","1.09439124487004","7.66073871409029","0.683994528043776","0.27359781121751","0.27359781121751","0.547195622435021","0","0","0","0","0","0.27359781121751","2.32558139534884","0"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E10000013","Gloucestershire","916",2022-09-23,"Special",4,398,638,641,3,106,90,16,3,747,335,300,635,3,48,7,0,0,0,6,2,27,3,0,0,0,0,0,2,0,9,5,0,11,1361,"85.809906291834","14.190093708166","12.0481927710843","2.14190093708166","6.42570281124498","0.937081659973226","0.267737617135207","1.20481927710843","0","0.669344042838019","0","0","0","0.803212851405622","0.267737617135207","3.6144578313253","0"
2022,"Week 38","Local authority","E92000001","England","E12000005","West Midlands","E08000029","Solihull","334",2022-09-23,"Special",2,213,367,367,0,53,37,16,1,420,186,180,366,1,31,2,0,0,0,0,2,2,0,0,0,0,0,0,4,0,12,0,0,5,746,"87.3809523809524","12.6190476190476","8.80952380952381","3.80952380952381","7.38095238095238","0.476190476190476","0.952380952380952","2.85714285714286","0","0","0","0","0","0","0.476190476190476","0.476190476190476","0"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E08000010","Wigan","359",2022-09-23,"Special",1,87,120,136,16,38,24,14,1,174,59,60,119,1,13,2,0,0,0,0,4,5,16,0,0,0,0,0,0,0,14,0,0,6,894,"78.1609195402299","21.8390804597701","13.7931034482759","8.04597701149425","7.47126436781609","1.14942528735632","0","8.04597701149425","0","0","0","0","0","0","2.29885057471264","2.8735632183908","0"
2022,"Week 38","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000011","East Riding of Yorkshire","811",2022-09-23,"Special",2,205,361,362,1,48,45,3,0,410,181,180,361,0,22,2,0,0,0,6,0,15,1,0,0,0,0,0,3,0,0,0,0,3,430,"88.2926829268293","11.7073170731707","10.9756097560976","0.731707317073171","5.36585365853659","0.48780487804878","0.731707317073171","0","0","0","0","0","0","1.46341463414634","0","3.65853658536585","0"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000022","Lambeth","208",2022-09-23,"Special",1,95,155,155,0,34,31,3,1,189,77,77,154,1,26,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,5,562,"82.010582010582","17.989417989418","16.4021164021164","1.58730158730159","13.7566137566138","0.529100529100529","0","1.05820105820106","0","0.529100529100529","0","0","0","0","0","2.11640211640212","0"
2022,"Week 38","Local authority","E92000001","England","E12000003","Yorkshire and The Humber","E06000014","York","816",2022-09-23,"Special",1,109,203,205,2,11,11,0,3,216,98,102,200,3,8,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,303,"94.9074074074074","5.09259259259259","5.09259259259259","0","3.7037037037037","1.38888888888889","0","0","0","0","0","0","0","0","0","0","0"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000031","Waltham Forest","320",2022-09-23,"Special",4,604,1005,1021,16,173,128,45,33,1194,477,500,977,28,80,13,0,0,0,0,4,31,16,2,0,0,0,0,9,5,31,0,0,4,776,"85.5108877721943","14.4891122278057","10.7202680067002","3.76884422110553","6.7001675041876","1.08877721943049","0.753768844221105","2.5963149078727","0.418760469011725","0","0","0","0","0","0.33500837520938","2.5963149078727","0"
2022,"Week 38","Local authority","E92000001","England","E12000008","South East","E10000011","East Sussex","845",2022-09-23,"Special",8,825,1428,1434,6,207,149,58,4,1641,717,707,1424,4,96,7,0,0,0,14,0,31,6,0,0,0,0,0,2,0,53,3,1,15,1407,"87.3857404021938","12.6142595978062","9.07982937233394","3.53443022547227","5.85009140767824","0.426569165143205","0.12187690432663","3.2297379646557","0","0.182815356489945","0","0","0","0.853138330286411","0","1.88909201706277","0.0609384521633151"
2022,"Week 38","Local authority","E92000001","England","E12000004","East Midlands","E10000019","Lincolnshire","925",2022-09-23,"Special",13,1400,2296,2308,12,447,355,92,4,2755,1196,1096,2292,4,189,29,0,0,0,9,7,119,12,8,0,0,0,0,9,0,83,0,2,19,2089,"83.7749546279492","16.2250453720508","12.8856624319419","3.33938294010889","6.86025408348457","1.05263157894737","0.326678765880218","3.01270417422867","0","0","0","0","0","0.326678765880218","0.254083484573503","4.31941923774955","0.0725952813067151"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E06000008","Blackburn with Darwen","889",2022-09-23,"Special",2,222,366,374,8,70,62,8,0,444,183,183,366,0,50,1,0,0,0,4,0,7,8,0,0,0,0,0,2,0,4,2,0,3,335,"84.2342342342342","15.7657657657658","13.963963963964","1.8018018018018","11.2612612612613","0.225225225225225","0.45045045045045","0.900900900900901","0","0.45045045045045","0","0","0","0.900900900900901","0","1.57657657657658","0"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E10000017","Lancashire","888",2022-09-23,"Special",15,1622,2801,2840,39,347,291,56,11,3187,1413,1378,2791,10,159,37,0,0,0,11,8,74,29,0,0,0,5,5,8,1,41,6,2,29,3315,"89.1120175713837","10.8879824286163","9.13084405396925","1.757138374647","4.98901788515846","1.16096642610606","0.251019767806715","1.28647631000941","0.0313774709758393","0.188264825855036","0","0","0","0.345152180734233","0.251019767806715","2.32193285221211","0.0627549419516787"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E06000059","Dorset","838",2022-09-23,"Special",4,534,793,808,15,177,154,23,4,985,408,382,790,3,89,9,0,0,0,2,1,52,3,0,0,0,12,0,2,1,12,8,1,6,764,"82.0304568527919","17.9695431472081","15.6345177664975","2.33502538071066","9.03553299492386","0.913705583756345","0.203045685279188","1.21827411167513","0.101522842639594","0.812182741116751","0","0","0","0.203045685279188","0.101522842639594","5.27918781725888","0.101522842639594"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E08000013","St. Helens","342",2022-09-23,"Special",1,213,333,335,2,46,42,4,3,381,186,144,330,3,27,0,0,0,0,9,0,4,2,1,0,0,0,0,0,0,1,3,2,4,448,"87.9265091863517","12.0734908136483","11.0236220472441","1.0498687664042","7.08661417322835","0","0","0.26246719160105","0","0.78740157480315","0","0","0","2.36220472440945","0","1.0498687664042","0.5249343832021"
2022,"Week 38","Local authority","E92000001","England","E12000006","East of England","E10000003","Cambridgeshire","873",2022-09-23,"Special",8,938,1561,1580,19,282,224,58,18,1862,767,782,1549,12,147,14,0,0,0,4,6,50,15,0,0,0,2,2,0,6,41,11,3,12,1590,"84.8549946294307","15.1450053705693","12.0300751879699","3.11493018259936","7.89473684210526","0.75187969924812","0","2.20193340494092","0.322234156820623","0.590762620837809","0","0","0","0.214822771213749","0.322234156820623","2.68528464017186","0.161117078410312"
2022,"Week 38","Local authority","E92000001","England","E12000009","South West","E06000052","Cornwall","908",2022-09-23,"Special",4,400,669,673,4,113,94,19,4,786,336,330,666,3,54,6,0,0,0,6,0,26,2,2,0,0,2,0,0,1,14,4,2,4,455,"85.6234096692112","14.3765903307888","11.9592875318066","2.41730279898219","6.87022900763359","0.763358778625954","0","1.78117048346056","0.127226463104326","0.508905852417303","0","0","0","0.763358778625954","0","3.30788804071247","0.254452926208651"
2022,"Week 38","Local authority","E92000001","England","E12000007","London","E09000014","Haringey","309",2022-09-23,"Special",2,178,314,314,0,40,31,9,4,354,154,156,310,4,15,3,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,9,0,6,651,"88.7005649717514","11.2994350282486","8.75706214689266","2.54237288135593","4.23728813559322","0.847457627118644","0","0","0","2.54237288135593","0","0","0","0","0","3.67231638418079","0"
2022,"Week 38","Local authority","E92000001","England","E12000002","North West","E08000001","Bolton","350",2022-09-23,"Special",5,603,910,913,3,140,113,27,0,1053,506,404,910,0,69,4,0,0,0,3,0,37,2,1,0,0,1,0,12,0,14,1,0,7,1034,"86.70465337132","13.29534662868","10.7312440645774","2.56410256410256","6.55270655270655","0.379867046533713","1.13960113960114","1.329534662868","0","0.0949667616334283","0","0","0","0.284900284900285","0","3.51377018043685","0"
2022,"Week 38","Local authority","E92000001","England","E12000005","West Midlands","E06000020","Telford and Wrekin","894",2022-09-23,"Special",3,468,834,838,4,96,79,17,7,934,411,420,831,3,59,9,0,0,0,2,0,9,4,2,0,0,0,0,0,4,13,0,0,4,686,"89.7216274089936","10.2783725910064","8.45824411134904","1.82012847965739","6.3169164882227","0.963597430406852","0","1.39186295503212","0.428265524625268","0","0","0","0","0.214132762312634","0","0.963597430406852","0"
